3.200E+04  9.75E+05  2.35E-08  1.18E-02
9.600E+04  9.03E+05  2.55E-08  9.56E-03
1.600E+05  8.36E+05  2.81E-08  7.69E-03
2.240E+05  7.73E+05  3.11E-08  6.01E-03
2.880E+05  7.14E+05  3.46E-08  4.61E-03
3.520E+05  6.59E+05  3.85E-08  3.43E-03
4.160E+05  6.07E+05  4.26E-08  2.49E-03
4.800E+05  5.59E+05  4.69E-08  1.75E-03
5.440E+05  5.14E+05  5.12E-08  1.18E-03
6.080E+05  4.72E+05  5.54E-08  7.56E-04
6.720E+05  4.32E+05  5.94E-08  4.62E-04
7.360E+05  3.96E+05  6.33E-08  2.67E-04
8.000E+05  3.61E+05  6.71E-08  1.46E-04
8.640E+05  3.29E+05  7.08E-08  7.52E-05
9.280E+05  2.99E+05  7.44E-08  3.66E-05
9.920E+05  2.71E+05  7.80E-08  1.69E-05
1.056E+06  2.45E+05  8.16E-08  9.38E-06
1.120E+06  2.21E+05  8.53E-08  6.83E-06
1.184E+06  2.00E+05  8.93E-08  5.49E-06
1.248E+06  1.80E+05  9.37E-08  4.61E-06
1.312E+06  1.62E+05  9.91E-08  3.98E-06
1.376E+06  1.46E+05  1.07E-07  3.79E-06
1.440E+06  1.32E+05  1.18E-07  3.73E-06
1.504E+06  1.19E+05  1.36E-07  3.73E-06
1.568E+06  1.07E+05  1.64E-07  3.74E-06
1.632E+06  9.60E+04  2.06E-07  3.75E-06
1.696E+06  8.64E+04  2.68E-07  3.76E-06
1.760E+06  7.77E+04  3.56E-07  3.78E-06
1.824E+06  7.00E+04  4.75E-07  3.80E-06
1.888E+06  6.30E+04  6.27E-07  3.83E-06
1.952E+06  5.68E+04  8.13E-07  3.87E-06
2.016E+06  5.12E+04  1.03E-06  3.91E-06
2.080E+06  4.62E+04  1.29E-06  3.97E-06
2.144E+06  4.17E+04  1.58E-06  4.03E-06
2.208E+06  3.76E+04  1.89E-06  4.10E-06
2.272E+06  3.40E+04  2.22E-06  4.18E-06
2.336E+06  3.08E+04  2.56E-06  4.26E-06
2.400E+06  2.79E+04  2.90E-06  4.36E-06
2.464E+06  2.52E+04  3.25E-06  4.45E-06
2.528E+06  2.29E+04  3.59E-06  4.56E-06
2.592E+06  2.08E+04  3.92E-06  4.66E-06
2.656E+06  1.88E+04  4.23E-06  4.77E-06
2.720E+06  1.71E+04  4.54E-06  4.88E-06
2.784E+06  1.56E+04  4.82E-06  5.00E-06
2.848E+06  1.42E+04  5.10E-06  5.11E-06
2.912E+06  1.29E+04  5.35E-06  5.22E-06
2.976E+06  1.17E+04  5.59E-06  5.34E-06
3.040E+06  1.07E+04  5.80E-06  5.45E-06
3.104E+06  9.74E+03  5.97E-06  5.56E-06
3.168E+06  8.88E+03  6.12E-06  5.66E-06
3.232E+06  8.10E+03  6.23E-06  5.77E-06
3.296E+06  7.40E+03  6.31E-06  5.87E-06
3.360E+06  6.76E+03  6.36E-06  5.97E-06
3.424E+06  6.17E+03  6.40E-06  6.07E-06
3.488E+06  5.65E+03  6.41E-06  6.16E-06
3.552E+06  5.17E+03  6.40E-06  6.25E-06
3.616E+06  4.73E+03  6.38E-06  6.33E-06
3.680E+06  4.33E+03  6.35E-06  6.42E-06
3.744E+06  3.97E+03  6.29E-06  6.49E-06
3.808E+06  3.65E+03  6.22E-06  6.57E-06
3.872E+06  3.35E+03  6.12E-06  6.64E-06
3.936E+06  3.07E+03  6.00E-06  6.71E-06
4.000E+06  2.82E+03  5.85E-06  6.77E-06
4.064E+06  2.60E+03  5.67E-06  6.83E-06
4.128E+06  2.39E+03  5.47E-06  6.88E-06
4.192E+06  2.20E+03  5.25E-06  6.93E-06
4.256E+06  2.03E+03  5.02E-06  6.98E-06
4.320E+06  1.87E+03  4.78E-06  7.02E-06
4.384E+06  1.72E+03  4.54E-06  7.06E-06
4.448E+06  1.59E+03  4.30E-06  7.09E-06
4.512E+06  1.47E+03  4.07E-06  7.12E-06
4.576E+06  1.35E+03  3.84E-06  7.14E-06
4.640E+06  1.25E+03  3.62E-06  7.17E-06
4.704E+06  1.16E+03  3.41E-06  7.19E-06
4.768E+06  1.07E+03  3.22E-06  7.20E-06
4.832E+06  9.86E+02  3.03E-06  7.22E-06
4.896E+06  9.10E+02  2.85E-06  7.23E-06
4.960E+06  8.41E+02  2.70E-06  7.24E-06
5.024E+06  7.76E+02  2.55E-06  7.24E-06
5.088E+06  7.17E+02  2.41E-06  7.25E-06
5.152E+06  6.62E+02  2.28E-06  7.25E-06
5.216E+06  6.11E+02  2.16E-06  7.26E-06
5.280E+06  5.63E+02  2.04E-06  7.26E-06
5.344E+06  5.20E+02  1.93E-06  7.26E-06
5.408E+06  4.79E+02  1.83E-06  7.26E-06
5.472E+06  4.41E+02  1.73E-06  7.26E-06
5.536E+06  4.07E+02  1.64E-06  7.26E-06
5.600E+06  3.74E+02  1.55E-06  7.26E-06
5.664E+06  3.44E+02  1.45E-06  7.26E-06
5.728E+06  3.16E+02  1.36E-06  7.25E-06
5.792E+06  2.91E+02  1.28E-06  7.25E-06
5.856E+06  2.67E+02  1.19E-06  7.25E-06
5.920E+06  2.45E+02  1.11E-06  7.24E-06
5.984E+06  2.24E+02  1.03E-06  7.24E-06
6.048E+06  2.05E+02  9.63E-07  7.23E-06
6.112E+06  1.87E+02  9.02E-07  7.23E-06
6.176E+06  1.71E+02  8.51E-07  7.22E-06
6.240E+06  1.56E+02  8.22E-07  7.22E-06
6.304E+06  1.42E+02  8.55E-07  7.22E-06
6.368E+06  1.30E+02  1.11E-06  7.21E-06
