 2.07702E-10 7.19115E-17 1.11871E-02 8.15704E-14 1.38164E-11 1.31531E-09 2.14571E-08 7.68866E-21
 5.50000E-07 1.60000E-06 9.00000E-08 6.39759E-10 7.19438E-12 3.00000E-07 5.46312E-12 1.47660E-11
 3.25408E-14 1.28686E-10 3.75085E-13 9.01015E-15 6.79422E-17 1.41732E-22 5.00000E-10 2.41541E-13
 1.42802E-17 1.68558E-14 1.12081E-11 5.23225E-13 1.58111E-12 3.76418E-18 4.59616E-20 2.56744E-11
 2.43638E-12 2.82232E-14 2.13781E-10 1.02216E-16 7.91566E-03 1.01127E-13 1.40635E-11 1.32426E-09
 2.54148E-08 8.75354E-21 5.50337E-07 1.59347E-06 7.93170E-08 6.07324E-10 7.19622E-12 2.99958E-07
 6.81404E-12 1.69555E-11 4.44802E-14 1.96713E-10 7.95917E-13 1.07103E-14 1.36158E-16 4.63968E-22
 4.83321E-10 3.20484E-13 2.08430E-17 2.44584E-14 1.61068E-11 7.64165E-13 1.60050E-12 4.36936E-18
 6.80506E-20 4.38658E-11 4.80950E-12 3.14288E-14 2.09460E-10 1.49769E-16 5.45955E-03 1.24651E-13
 1.40595E-11 1.25640E-09 3.10762E-08 9.93843E-21 5.50710E-07 1.58787E-06 7.02238E-08 5.30051E-10
 6.91513E-12 2.99911E-07 8.45787E-12 1.96937E-11 6.00410E-14 2.84561E-10 1.74313E-12 1.34369E-14
 2.97594E-16 1.59325E-21 4.68764E-10 4.17107E-13 2.98368E-17 3.58118E-14 2.15961E-11 1.08757E-12
 1.63682E-12 4.98111E-18 1.00470E-19 5.97171E-11 7.47882E-12 3.43805E-14 1.93671E-10 2.19791E-16
 3.45439E-03 1.47396E-13 1.33955E-11 1.08568E-09 3.82640E-08 1.08551E-20 5.51086E-07 1.58327E-06
 6.25761E-08 4.14157E-10 6.09243E-12 2.99858E-07 1.08302E-11 2.33257E-11 8.02453E-14 3.74300E-10
 3.99741E-12 1.65500E-14 7.06468E-16 5.09364E-21 4.56529E-10 4.93567E-13 4.05495E-17 4.91164E-14
 2.63943E-11 1.48787E-12 1.73022E-12 5.56530E-18 1.49377E-19 7.48665E-11 1.00950E-11 3.84705E-14
 1.70133E-10 3.16766E-16 2.04885E-03 1.68438E-13 1.21303E-11 8.60014E-10 4.65991E-08 1.14835E-20
 5.51438E-07 1.57967E-06 5.62276E-08 2.91522E-10 4.92761E-12 2.99801E-07 1.42303E-11 2.76978E-11
 1.06553E-13 4.54665E-10 9.62778E-12 1.92506E-14 1.69303E-15 1.49548E-20 4.46675E-10 5.19436E-13
 5.25741E-17 6.19904E-14 3.01581E-11 1.90057E-12 1.91152E-12 6.27715E-18 2.29376E-19 9.07603E-11
 1.25031E-11 4.42559E-14 1.40910E-10 4.44897E-16 1.14513E-03 1.84162E-13 1.03502E-11 6.25105E-10
 5.55678E-08 1.16822E-20 5.51750E-07 1.57697E-06 5.10625E-08 1.86664E-10 3.68497E-12 2.99736E-07
 1.86379E-11 3.18092E-11 1.35016E-13 5.14111E-10 2.28382E-11 2.05229E-14 3.80827E-15 4.05356E-20
 4.39132E-10 4.82002E-13 6.47080E-17 7.22181E-14 3.28966E-11 2.19426E-12 2.24009E-12 7.24546E-18
 3.65444E-19 1.08654E-10 1.43562E-11 5.30327E-14 1.03822E-10 5.97904E-16 5.45672E-04 1.76800E-13
 7.88021E-12 4.12640E-10 6.46881E-08 1.04196E-20 5.52010E-07 1.57507E-06 4.69896E-08 1.08850E-10
 2.44774E-12 2.99665E-07 2.25795E-11 3.20179E-11 1.40776E-13 5.43100E-10 4.88748E-11 1.87526E-14
 7.55080E-15 1.20055E-19 4.33708E-10 3.86187E-13 7.27500E-17 7.91977E-14 3.48377E-11 2.19806E-12
 2.82553E-12 8.02904E-18 5.81635E-19 1.29092E-10 1.48462E-11 6.67326E-14 6.88993E-11 7.80362E-16
 2.31089E-04 1.53074E-13 5.34698E-12 2.47428E-10 7.38146E-08 8.42943E-21 5.52206E-07 1.57372E-06
 4.38193E-08 5.71509E-11 1.43149E-12 2.99586E-07 2.68863E-11 3.03288E-11 1.30905E-13 5.50718E-10
 7.59624E-11 1.53379E-14 1.41078E-14 3.50495E-19 4.29890E-10 2.58307E-13 7.66800E-17 7.97624E-14
 3.63260E-11 1.95520E-12 3.64212E-12 8.31517E-18 8.89530E-19 1.49465E-10 1.38479E-11 8.41504E-14
 4.36206E-11 1.00432E-15 8.71948E-05 1.31867E-13 3.17061E-12 1.35563E-10 8.30607E-08 6.83618E-21
 5.52342E-07 1.57268E-06 4.13141E-08 2.60020E-11 6.88885E-13 2.99499E-07 3.80345E-11 3.30396E-11
 1.43484E-13 5.53111E-10 8.26691E-11 1.19980E-14 3.10138E-14 7.72691E-19 4.27100E-10 1.28766E-13
 8.15123E-17 6.63562E-14 3.76371E-11 1.63750E-12 4.38611E-12 8.07636E-18 1.30470E-18 1.63543E-10
 1.19596E-11 9.77689E-14 2.66704E-11 1.29769E-15 2.82572E-05 1.12219E-13 1.71590E-12 7.06549E-11
 9.24926E-08 5.58214E-21 5.52429E-07 1.57179E-06 3.92971E-08 1.10023E-11 2.95354E-13 2.99401E-07
 5.77254E-11 3.83928E-11 1.64845E-13 5.54328E-10 6.96974E-11 8.89807E-15 6.36648E-14 1.29124E-18
 4.24926E-10 5.28067E-14 8.63473E-17 4.95648E-14 3.89573E-11 1.30620E-12 4.45409E-12 6.57343E-18
 1.59086E-18 1.63076E-10 9.44806E-12 9.47714E-14 1.76814E-11 1.75874E-15 1.51224E-05 1.04199E-13
 1.13012E-12 3.68341E-11 1.02337E-07 5.20700E-21 5.52483E-07 1.57094E-06 3.76116E-08 4.82555E-12
 1.66183E-13 2.99291E-07 7.64950E-11 4.13460E-11 1.73606E-13 5.54610E-10 5.32029E-11 7.07721E-15
 7.87494E-14 1.78417E-18 4.23073E-10 2.73242E-14 9.22900E-17 4.25864E-14 4.03536E-11 1.03881E-12
 2.66714E-12 3.43842E-18 1.18079E-18 1.37056E-10 6.90703E-12 5.81872E-14 1.30613E-11 2.47539E-15
 1.00299E-05 1.03244E-13 8.34788E-13 1.94477E-11 1.12930E-07 5.37574E-21 5.52512E-07 1.57008E-06
 3.61597E-08 2.24518E-12 1.10579E-13 2.99165E-07 9.79305E-11 4.48574E-11 1.82808E-13 5.55972E-10
 3.98712E-11 5.92317E-15 8.19699E-14 1.96811E-18 4.21388E-10 1.67202E-14 1.01398E-16 3.92545E-14
 4.18405E-11 8.48920E-13 1.66521E-12 1.99382E-18 8.74233E-19 1.17395E-10 5.05950E-12 3.61026E-14
 1.07541E-11 3.59313E-15 7.51954E-06 1.09307E-13 7.02144E-13 1.05766E-11 1.24595E-07 6.10174E-21
 5.52523E-07 1.56917E-06 3.48809E-08 1.14712E-12 8.73734E-14 2.99020E-07 1.19406E-10 4.80878E-11
 1.91280E-13 5.59331E-10 3.04421E-11 5.29332E-15 7.94800E-14 2.04125E-18 4.19783E-10 1.24779E-14
 1.15282E-16 3.97294E-14 4.33850E-11 7.25110E-13 1.06761E-12 1.26264E-18 6.64582E-19 1.02082E-10
 3.83972E-12 2.30957E-14 9.65694E-12 5.30931E-15 5.94864E-06 1.22591E-13 6.57723E-13 6.11559E-12
 1.37648E-07 7.46556E-21 5.52515E-07 1.56818E-06 3.37438E-08 6.75673E-13 7.84074E-14 2.98851E-07
 1.40024E-10 5.06681E-11 2.01056E-13 5.65842E-10 2.41430E-11 5.03754E-15 7.54704E-14 2.25367E-18
 4.18213E-10 1.12768E-14 1.37246E-16 4.40778E-14 4.49554E-11 6.55344E-13 7.00004E-13 8.62664E-19
 5.33713E-19 9.00014E-11 3.06907E-12 1.51723E-14 9.39681E-12 7.99735E-15 5.95097E-06 1.48193E-13
 6.90941E-13 3.89114E-12 1.53232E-07 9.95584E-21 5.52488E-07 1.56702E-06 3.26816E-08 4.76802E-13
 7.97443E-14 2.98644E-07 1.59219E-10 5.29641E-11 2.18313E-13 5.77921E-10 2.01680E-11 5.19970E-15
 7.20024E-14 2.82364E-18 4.16564E-10 1.24458E-14 1.73095E-16 5.40409E-14 4.66106E-11 6.37986E-13
 4.64467E-13 6.37242E-19 4.70764E-19 8.00389E-11 2.59372E-12 1.01297E-14 9.42582E-12 1.27108E-14
 5.95471E-06 1.80625E-13 7.51670E-13 2.63489E-12 1.78464E-07 1.34036E-20 5.52415E-07 1.56518E-06
 3.13888E-08 3.85439E-13 8.40928E-14 2.98297E-07 1.79225E-10 5.78742E-11 2.34461E-13 6.04400E-10
 1.77102E-11 5.65584E-15 7.37967E-14 3.92008E-18 4.14221E-10 1.53008E-14 2.21778E-16 7.13099E-14
 4.88805E-11 6.91050E-13 2.84381E-13 4.20762E-19 4.17719E-19 6.95740E-11 2.17403E-12 6.28167E-15
 9.53641E-12 2.30805E-14 5.96309E-06 2.15706E-13 8.33705E-13 1.97668E-12 2.35335E-07 1.74103E-20
 5.52195E-07 1.56108E-06 2.93180E-08 3.50382E-13 8.89819E-14 2.97489E-07 2.01891E-10 7.22855E-11
 2.44377E-13 6.80303E-10 1.77330E-11 6.87490E-15 9.49314E-14 6.88556E-18 4.09591E-10 2.18795E-14
 2.87085E-16 1.07789E-13 5.31917E-11 9.67118E-13 1.35078E-13 1.88964E-19 3.64151E-19 5.57421E-11
 1.65255E-12 3.04840E-15 9.78789E-12 4.99973E-14 5.98259E-06 2.52576E-13 9.89904E-13 1.98067E-12
 3.66714E-07 2.15139E-20 5.51556E-07 1.55158E-06 2.61271E-08 3.69613E-13 9.58006E-14 2.95547E-07
 2.26534E-10 1.07512E-10 2.45953E-13 8.83958E-10 2.31325E-11 1.05289E-14 1.82517E-13 1.78976E-17
