SIZE INTERVAL       0
    WAVl        QEXT      W0      gf
       3.7900000   0.00074288754     0.014613210    0.0017412794
       4.0900000    0.0011216573    0.0064374697    0.0014824024
       4.3600000    0.0018437913    0.0028433976    0.0012978269
SIZE INTERVAL      20
    WAVl        QEXT      W0      gf
      0.25630000      0.51694384      0.99999991      0.51279371
      0.27950000      0.38543910      0.99999993      0.42430385
      0.29650000      0.31684000      0.99999994      0.37032461
      0.31860000      0.24853621      0.99999995      0.31374868
      0.33550000      0.20760414      0.99999995      0.27896442
      0.36500000      0.15334932      0.99999995      0.23130418
      0.42000000     0.090440457      0.99999996      0.17113546
      0.49500000     0.047534985      0.99999996      0.12171868
      0.54480000     0.032418452      0.99999986      0.10012766
      0.55810000     0.029425767      0.99999982     0.095352484
      0.58580000     0.024209994      0.99999960     0.086460049
      0.61500000     0.019890307      0.99999887     0.078385681
      0.64590000     0.016307987      0.99999843     0.071026036
      0.67900000     0.013319054      0.99999746     0.064246363
      0.72100000     0.010445094      0.99998955     0.056965345
      0.76800000    0.0080880535      0.99997527     0.050201432
      0.81300000    0.0064215910      0.99997337     0.044797820
      0.86700000    0.0049477909      0.99991751     0.039393313
      0.92600000    0.0037880295      0.99968163     0.034535790
       1.0000000    0.0027727057      0.99895602     0.029615476
       1.0500000    0.0022715941      0.99942848     0.026862411
       1.1000000    0.0018787866      0.99919776     0.024475164
       1.1700000    0.0014672271      0.99375862     0.021632016
       1.2500000    0.0011193709      0.99253972     0.018948062
       1.3700000   0.00079901603      0.95146292     0.015766132
       1.5000000   0.00066318890      0.78723497     0.013143997
       1.6300000   0.00041418582      0.88756532     0.011119486
       1.7700000   0.00031716939      0.81260944    0.0094151440
       1.9400000    0.0010994573      0.15686229    0.0078199098
       2.1100000   0.00031319083      0.37611561    0.0065911123
       2.3400000   0.00031440175      0.22146282    0.0053207135
       2.5700000   0.00090700656     0.040708719    0.0043451340
       2.7900000     0.039594188   0.00034601149    0.0035138486
       3.0800000     0.057788684    0.0011742502    0.0032854591
       3.4100000    0.0045415862    0.0068398000    0.0026536745
       3.7900000   0.00081976026     0.019210913    0.0020971828
       4.0900000    0.0012343204    0.0084861055    0.0017854299
       4.3600000    0.0020264658    0.0037529342    0.0015631443
SIZE INTERVAL      21
    WAVl        QEXT      W0      gf
      0.25630000      0.67174232      0.99999992      0.59824374
      0.27950000      0.49357716      0.99999994      0.51527139
      0.29650000      0.40700940      0.99999995      0.45481157
      0.31860000      0.32342222      0.99999996      0.38668768
      0.33550000      0.27344048      0.99999996      0.34344506
      0.36500000      0.20608313      0.99999996      0.28356752
      0.42000000      0.12493943      0.99999997      0.20822387
      0.49500000     0.067036222      0.99999997      0.14722317
      0.54480000     0.046067549      0.99999989      0.12086045
      0.55810000     0.041879307      0.99999986      0.11505164
      0.58580000     0.034549967      0.99999969      0.10425339
      0.61500000     0.028450703      0.99999912     0.094468364
      0.64590000     0.023372197      0.99999877     0.085564265
      0.67900000     0.019120620      0.99999802     0.077372867
      0.72100000     0.015019964      0.99999188     0.068585945
      0.76800000     0.011647297      0.99998085     0.060431103
      0.81300000    0.0092573859      0.99997943     0.053920869
      0.86700000    0.0071397854      0.99993643     0.047412809
      0.92600000    0.0054704960      0.99975515     0.041565568
       1.0000000    0.0040066939      0.99919878     0.035644205
       1.0500000    0.0032842888      0.99956199     0.032331442
       1.1000000    0.0027171550      0.99938581     0.029459012
       1.1700000    0.0021200596      0.99522182     0.026038090
       1.2500000    0.0016175233      0.99429421     0.022808677
       1.3700000    0.0011437513      0.96256737     0.018979909
       1.5000000   0.00091192319      0.82934362     0.015824454
       1.6300000   0.00058397587      0.91211445     0.013387959
       1.7700000   0.00043896570      0.85087782     0.011336614
       1.9400000    0.0012702972      0.19678080    0.0094164228
       2.1100000   0.00038571694      0.44269247    0.0079371512
       2.3400000   0.00037007714      0.27275071    0.0064077311
       2.5700000    0.0010097310     0.053009301    0.0052332312
       2.7900000     0.043482926   0.00045654610    0.0042328710
       3.0800000     0.063552230    0.0015491394    0.0039565934
       3.4100000    0.0050017020    0.0090100869    0.0031958308
       3.7900000   0.00090605015     0.025213792    0.0025257838
       4.0900000    0.0013593581     0.011177683    0.0021503706
       4.3600000    0.0022281234    0.0049513122    0.0018826789
SIZE INTERVAL      22
    WAVl        QEXT      W0      gf
      0.25630000      0.89289438      0.99999993      0.65055215
      0.27950000      0.64009966      0.99999994      0.60040170
      0.29650000      0.52164285      0.99999995      0.54631833
      0.31860000      0.41436843      0.99999996      0.47339191
      0.33550000      0.35286845      0.99999996      0.42262504
      0.36500000      0.27088498      0.99999997      0.34904509
      0.42000000      0.16963314      0.99999997      0.25452351
      0.49500000     0.093551048      0.99999998      0.17858345
      0.54480000     0.064970571      0.99999991      0.14617214
      0.55810000     0.059190809      0.99999989      0.13906559
      0.58580000     0.049017719      0.99999975      0.12588690
      0.61500000     0.040494331      0.99999930      0.11397889
      0.64590000     0.033356766      0.99999904      0.10316894
      0.67900000     0.027352762      0.99999845     0.093244077
      0.72100000     0.021536563      0.99999366     0.082616489
      0.76800000     0.016733731      0.99998510     0.072768535
      0.81300000     0.013319593      0.99998404     0.064915541
      0.86700000     0.010286598      0.99995083     0.057071732
      0.92600000    0.0078901294      0.99981110     0.050028911
       1.0000000    0.0057842185      0.99938343     0.042900170
       1.0500000    0.0047443335      0.99966347     0.038913021
       1.1000000    0.0039267010      0.99952871     0.035456305
       1.1700000    0.0030623968      0.99633576     0.031339906
       1.2500000    0.0023370423      0.99563001     0.027454147
       1.3700000    0.0016409298      0.97116546     0.022847244
       1.5000000    0.0012669832      0.86440190     0.019050279
       1.6300000   0.00082815345      0.93164622     0.016118224
       1.7700000   0.00061328614      0.88236479     0.013649464
       1.9400000    0.0014859193      0.24377528     0.011338344
       2.1100000   0.00048407616      0.51122929    0.0095576912
       2.3400000   0.00044234132      0.33074974    0.0077165941
       2.5700000    0.0011287130     0.068732054    0.0063027412
       2.7900000     0.047759911   0.00060215284    0.0050991606
       3.0800000     0.069921307    0.0020427857    0.0047646859
       3.4100000    0.0055136518     0.011857629    0.0038486291
       3.7900000    0.0010035154     0.033022419    0.0030419117
       4.0900000    0.0014985711     0.014707658    0.0025898609
       4.3600000    0.0024510983    0.0065288106    0.0022675004
SIZE INTERVAL      23
    WAVl        QEXT      W0      gf
      0.25630000       1.1680766      0.99999994      0.66275604
      0.27950000      0.84871007      0.99999995      0.65307280
      0.29650000      0.68098612      0.99999996      0.62351143
      0.31860000      0.53167218      0.99999996      0.56405413
      0.33550000      0.45098094      0.99999997      0.51289986
      0.36500000      0.34901288      0.99999997      0.42910982
      0.42000000      0.22553699      0.99999998      0.31257959
      0.49500000      0.12872603      0.99999998      0.21745858
      0.54480000     0.090684711      0.99999993      0.17728154
      0.55810000     0.082862008      0.99999991      0.16852308
      0.58580000     0.068982361      0.99999980      0.15233104
      0.61500000     0.057242674      0.99999945      0.13775532
      0.64590000     0.047332397      0.99999924      0.12456712
      0.67900000     0.038939437      0.99999878      0.11249290
      0.72100000     0.030758622      0.99999502     0.099596947
      0.76800000     0.023964848      0.99998835     0.087674418
      0.81300000     0.019113811      0.99998756     0.078183603
      0.86700000     0.014788700      0.99996180     0.068716397
      0.92600000     0.011360379      0.99985372     0.060224900
       1.0000000    0.0083392435      0.99952399     0.051636737
       1.0500000    0.0068454900      0.99974067     0.046835725
       1.1000000    0.0056689965      0.99963738     0.042674520
       1.1700000    0.0044209245      0.99718388     0.037720210
       1.2500000    0.0033752546      0.99664691     0.033044202
       1.3700000    0.0023578001      0.97779463     0.027500900
       1.5000000    0.0017750492      0.89303938     0.022932184
       1.6300000    0.0011796519      0.94702348     0.019404033
       1.7700000   0.00086333986      0.90782950     0.016433188
       1.9400000    0.0017631078      0.29763624     0.013651824
       2.1100000   0.00061914618      0.57915372     0.011508576
       2.3400000   0.00053778070      0.39424005    0.0092924934
       2.5700000    0.0012682732     0.088638830    0.0075906841
       2.7900000     0.052465889   0.00079381674    0.0061429545
       3.0800000     0.076969842    0.0026922295    0.0057376438
       3.4100000    0.0060853622     0.015585980    0.0046345974
       3.7900000    0.0011144553     0.043131730    0.0036634125
       4.0900000    0.0016541931     0.019326477    0.0031191108
       4.3600000    0.0026981559    0.0086029205    0.0027309347
SIZE INTERVAL      24
    WAVl        QEXT      W0      gf
      0.25630000       1.4254256      0.99999995      0.66634470
      0.27950000       1.1100050      0.99999996      0.66642636
      0.29650000      0.90354250      0.99999996      0.66249751
      0.31860000      0.69629944      0.99999997      0.63542173
      0.33550000      0.58233902      0.99999997      0.59873460
      0.36500000      0.44576620      0.99999997      0.51957919
      0.42000000      0.29336538      0.99999998      0.38470481
      0.49500000      0.17394896      0.99999998      0.26601992
      0.54480000      0.12482576      0.99999994      0.21582289
      0.55810000      0.11450939      0.99999993      0.20493755
      0.58580000     0.096009415      0.99999984      0.18488152
      0.61500000     0.080159374      0.99999955      0.16690795
      0.64590000     0.066630027      0.99999939      0.15071274
      0.67900000     0.055063320      0.99999903      0.13594084
      0.72100000     0.043690590      0.99999606      0.12021933
      0.76800000     0.034170417      0.99999083      0.10573186
      0.81300000     0.027329617      0.99999025     0.094228563
      0.86700000     0.021199398      0.99997018     0.082776695
      0.92600000     0.016318715      0.99988621     0.072521833
       1.0000000     0.012001211      0.99963109     0.062163654
       1.0500000    0.0098617926      0.99979945     0.056377997
       1.1000000    0.0081733478      0.99972009     0.051365680
       1.1700000    0.0063761153      0.99782984     0.045400333
       1.2500000    0.0048712553      0.99742119     0.039771846
       1.3700000    0.0033907807      0.98289014     0.033100946
       1.5000000    0.0025031673      0.91607473     0.027603483
       1.6300000    0.0016858757      0.95903203     0.023358197
       1.7700000    0.0012225663      0.92814139     0.019783409
       1.9400000    0.0021257347      0.35751116     0.016436433
       2.1100000   0.00080656601      0.64399103     0.013856978
       2.3400000   0.00066582539      0.46132193     0.011189802
       2.5700000    0.0014343518      0.11354399    0.0091416249
       2.7900000     0.057646479    0.0010458774    0.0074007390
       3.0800000     0.084784116    0.0035457009    0.0069090556
       3.4100000    0.0067267389     0.020454556    0.0055808306
       3.7900000    0.0012419264     0.056139784    0.0044117594
       4.0900000    0.0018290445     0.025351964    0.0037564256
       4.3600000    0.0029726211     0.011325848    0.0032890215
SIZE INTERVAL      25
    WAVl        QEXT      W0      gf
      0.25630000       1.6620161      0.99999995      0.69588963
      0.27950000       1.3596750      0.99999996      0.67077276
      0.29650000       1.1616572      0.99999997      0.66904505
      0.31860000      0.92172368      0.99999997      0.66709928
      0.33550000      0.76851244      0.99999997      0.65464365
      0.36500000      0.57574718      0.99999998      0.60420359
      0.42000000      0.37544658      0.99999998      0.47044462
      0.49500000      0.23008774      0.99999999      0.32682071
      0.54480000      0.16877153      0.99999995      0.26393559
      0.55810000      0.15559903      0.99999994      0.25031123
      0.58580000      0.13166971      0.99999987      0.22527103
      0.61500000      0.11083052      0.99999964      0.20292347
      0.64590000     0.092779973      0.99999951      0.18287735
      0.67900000     0.077148930      0.99999922      0.16467418
      0.72100000     0.061594553      0.99999686      0.14538772
      0.76800000     0.048428022      0.99999272      0.12769253
      0.81300000     0.038882882      0.99999230      0.11369196
      0.86700000     0.030267922      0.99997657     0.099793866
      0.92600000     0.023366421      0.99991101     0.087378568
       1.0000000     0.017228805      0.99971278     0.074863012
       1.0500000     0.014177205      0.99984426     0.067881557
       1.1000000     0.011762655      0.99978311     0.061837826
       1.1700000    0.0091834669      0.99832211     0.054649620
       1.2500000    0.0070228548      0.99801098     0.047871111
       1.3700000    0.0048776186      0.98679862     0.039840810
       1.5000000    0.0035473910      0.93437975     0.033224919
       1.6300000    0.0024149209      0.96835241     0.028116575
       1.7700000    0.0017390707      0.94416823     0.023815208
       1.9400000    0.0026078084      0.42186559     0.019787902
       2.1100000    0.0010688178      0.70370942     0.016683702
       2.3400000   0.00083999196      0.52960458     0.013473940
       2.5700000    0.0016351872      0.14424467     0.011009212
       2.7900000     0.063352914    0.0013770014    0.0089165649
       3.0800000     0.093465762    0.0046657707    0.0083193526
       3.4100000    0.0074503739     0.026790350    0.0067199085
       3.7900000    0.0013900520     0.072747572    0.0053127850
       4.0900000    0.0020267519     0.033182310    0.0045238331
       4.3600000    0.0032785567     0.014893594    0.0039610660
SIZE INTERVAL      26
    WAVl        QEXT      W0      gf
      0.25630000       2.0038475      0.99999995      0.74631901
      0.27950000       1.5911433      0.99999996      0.69998384
      0.29650000       1.3956918      0.99999997      0.67918487
      0.31860000       1.1721240      0.99999998      0.67190472
      0.33550000       1.0070766      0.99999998      0.67166159
      0.36500000      0.75952970      0.99999998      0.65790245
      0.42000000      0.48019373      0.99999998      0.56094300
      0.49500000      0.29791509      0.99999999      0.40185058
      0.54480000      0.22339652      0.99999996      0.32414834
      0.55810000      0.20713992      0.99999995      0.30710552
      0.58580000      0.17723103      0.99999989      0.27573679
      0.61500000      0.15071214      0.99999970      0.24776911
      0.64590000      0.12733284      0.99999959      0.22276015
      0.67900000      0.10675380      0.99999936      0.20014550
      0.72100000     0.085947262      0.99999746      0.17630333
      0.76800000     0.068065634      0.99999417      0.15454390
      0.81300000     0.054942160      0.99999387      0.13740672
      0.86700000     0.042978764      0.99998146      0.12046127
      0.92600000     0.033311469      0.99992996      0.10537548
       1.0000000     0.024650290      0.99977514     0.090211916
       1.0500000     0.020322540      0.99987845     0.081770176
       1.1000000     0.016886560      0.99983116     0.074470805
       1.1700000     0.013201516      0.99869754     0.065798143
       1.2500000     0.010109432      0.99846053     0.057627295
       1.3700000    0.0070141305      0.98979266     0.047955055
       1.5000000    0.0050448445      0.94878946     0.039990760
       1.6300000    0.0034643370      0.97555359     0.033843022
       1.7700000    0.0024819103      0.95670861     0.028667209
       1.9400000    0.0032578076      0.48859016     0.023821469
       2.1100000    0.0014382001      0.75693853     0.020085978
       2.3400000    0.0010796620      0.59653108     0.016223627
       2.5700000    0.0018822835      0.18141099     0.013258033
       2.7900000     0.069642927    0.0018114047     0.010743651
       3.0800000      0.10313569    0.0061332425     0.010017217
       3.4100000    0.0082725417     0.034999591    0.0080909975
       3.7900000    0.0015644662     0.093742491    0.0063975613
       4.0900000    0.0022520575     0.043307936    0.0054478360
       4.3600000    0.0036210128     0.019556584    0.0047702996
SIZE INTERVAL      27
    WAVl        QEXT      W0      gf
      0.25630000       2.4321165      0.99999995      0.77373853
      0.27950000       1.9173797      0.99999996      0.74961691
      0.29650000       1.6392928      0.99999997      0.71789535
      0.31860000       1.3977075      0.99999998      0.68665472
      0.33550000       1.2458887      0.99999998      0.67655002
      0.36500000      0.99290851      0.99999998      0.67374497
      0.42000000      0.62549736      0.99999999      0.63459999
      0.49500000      0.38037899      0.99999999      0.48948220
      0.54480000      0.28943219      0.99999996      0.39849327
      0.55810000      0.26978838      0.99999995      0.37764711
      0.58580000      0.23345941      0.99999991      0.33880669
      0.61500000      0.20082567      0.99999975      0.30387462
      0.64590000      0.17156186      0.99999966      0.27255987
      0.67900000      0.14533026      0.99999947      0.24427841
      0.72100000      0.11828952      0.99999792      0.21457155
      0.76800000     0.094590274      0.99999528      0.18760217
      0.81300000     0.076908592      0.99999507      0.16647390
      0.86700000     0.060567708      0.99998520      0.14568413
      0.92600000     0.047203429      0.99994444      0.12725997
       1.0000000     0.035105648      0.99982280      0.10881547
       1.0500000     0.029017338      0.99990456     0.098576659
       1.1000000     0.024161121      0.99986785     0.089738677
       1.1700000     0.018927069      0.99898411     0.079254379
       1.2500000     0.014521725      0.99880345     0.069390879
       1.3700000     0.010076758      0.99208461     0.057729647
       1.5000000    0.0071903160      0.96005221     0.048136621
       1.6300000    0.0049733378      0.98109938     0.040735630
       1.7700000    0.0035499350      0.96645915     0.034506651
       1.9400000    0.0041448053      0.55525565     0.028675977
       2.1100000    0.0019610571      0.80302291     0.024180861
       2.3400000    0.0014126196      0.65975154     0.019533611
       2.5700000    0.0021917879      0.22543823     0.015965860
       2.7900000     0.076581803    0.0023803704     0.012946351
       3.0800000      0.11393919    0.0080518634     0.012061296
       3.4100000    0.0092146097     0.045577295    0.0097411717
       3.7900000    0.0017729512      0.11995598    0.0077034543
       4.0900000    0.0025112626     0.056319105    0.0065603164
       4.3600000    0.0040063774     0.025631495    0.0057446751
SIZE INTERVAL      28
    WAVl        QEXT      W0      gf
      0.25630000       2.7310104      0.99999996      0.77850439
      0.27950000       2.3301985      0.99999997      0.77745945
      0.29650000       2.0012417      0.99999997      0.76445233
      0.31860000       1.6511937      0.99999998      0.72955847
      0.33550000       1.4674351      0.99999998      0.70322890
      0.36500000       1.2255634      0.99999998      0.67951792
      0.42000000      0.82598385      0.99999999      0.67063155
      0.49500000      0.48713575      0.99999999      0.57853957
      0.54480000      0.36956283      0.99999997      0.48560741
      0.55810000      0.34536104      0.99999996      0.46191393
      0.58580000      0.30122836      0.99999992      0.41611943
      0.61500000      0.26181589      0.99999978      0.37358936
      0.64590000      0.22624799      0.99999971      0.33478887
      0.67900000      0.19392277      0.99999956      0.29946483
      0.72100000      0.15995077      0.99999827      0.26228867
      0.76800000      0.12949770      0.99999612      0.22862019
      0.81300000      0.10630406      0.99999599      0.20236391
      0.86700000     0.084479243      0.99998806      0.17666387
      0.92600000     0.066336845      0.99995552      0.15401266
       1.0000000     0.049677850      0.99985923      0.13145521
       1.0500000     0.041208857      0.99992452      0.11898236
       1.1000000     0.034410463      0.99989588      0.10824225
       1.1700000     0.027035944      0.99920305     0.095530505
       1.2500000     0.020798580      0.99906528     0.083597043
       1.3700000     0.014451943      0.99383874     0.069515903
       1.5000000     0.010258585      0.96880908     0.057949794
       1.6300000    0.0071395617      0.98536090     0.049034764
       1.7700000    0.0050840830      0.97400532     0.041535794
       1.9400000    0.0053670578      0.61945803     0.034518979
       2.1100000    0.0027037562      0.84193543     0.029109408
       2.3400000    0.0018786547      0.71743366     0.023517991
       2.5700000    0.0025864420      0.27627995     0.019226374
       2.7900000     0.084243626    0.0031240996     0.015602567
       3.0800000      0.12605271     0.010553866     0.014522295
       3.4100000     0.010305038     0.059111201     0.011726999
       3.7900000    0.0020263530      0.15218549    0.0092753906
       4.0900000    0.0028128589     0.072904248    0.0078996208
       4.3600000    0.0044428693     0.033513368    0.0069178215
SIZE INTERVAL      29
    WAVl        QEXT      W0      gf
      0.25630000       3.1242267      0.99999995      0.79259805
      0.27950000       2.6342481      0.99999997      0.78330455
      0.29650000       2.3844131      0.99999998      0.78242179
      0.31860000       2.0231938      0.99999998      0.77212572
      0.33550000       1.7622759      0.99999998      0.75149549
      0.36500000       1.4449407      0.99999998      0.70779184
      0.42000000       1.0577134      0.99999999      0.67798399
      0.49500000      0.63633323      0.99999999      0.64606951
      0.54480000      0.47276094      0.99999997      0.57496563
      0.55810000      0.44066141      0.99999996      0.55242337
      0.58580000      0.38405902      0.99999993      0.50493741
      0.61500000      0.33531377      0.99999981      0.45711224
      0.64590000      0.29219435      0.99999975      0.41118855
      0.67900000      0.25317177      0.99999962      0.36808558
      0.72100000      0.21179058      0.99999853      0.32193501
      0.76800000      0.17397689      0.99999675      0.27984140
      0.81300000      0.14453365      0.99999668      0.24701709
      0.86700000      0.11621912      0.99999023      0.21500359
      0.92600000     0.092183609      0.99996396      0.18693873
       1.0000000     0.069687373      0.99988708      0.15915922
       1.0500000     0.058090016      0.99993978      0.14387498
       1.1000000     0.048698190      0.99991731      0.13075684
       1.1700000     0.038422696      0.99937044      0.11527930
       1.2500000     0.029667928      0.99926536      0.10079375
       1.3700000     0.020672297      0.99518142     0.083750037
       1.5000000     0.014633450      0.97559198     0.069783284
       1.6300000     0.010241547      0.98863104     0.059033688
       1.7700000    0.0072842061      0.97982622     0.050000193
       1.9400000    0.0070639113      0.67915351     0.041553178
       2.1100000    0.0037610693      0.87411170     0.035041874
       2.3400000    0.0025346516      0.76843026     0.028314291
       2.5700000    0.0030983373      0.33330221     0.023152478
       2.7900000     0.092712754    0.0040939188     0.018806747
       3.0800000      0.13969266     0.013806228     0.017485564
       3.4100000     0.011582217     0.076274792     0.014116445
       3.7900000    0.0023398966      0.19107461     0.011167377
       4.0900000    0.0031684306     0.093831763    0.0095118637
       4.3600000    0.0049412373     0.043686155    0.0083301909
SIZE INTERVAL      30
    WAVl        QEXT      W0      gf
      0.25630000       3.4966390      0.99999996      0.80825809
      0.27950000       3.0184951      0.99999997      0.79748195
      0.29650000       2.6792591      0.99999998      0.78894628
      0.31860000       2.3818519      0.99999998      0.78588360
      0.33550000       2.1506836      0.99999998      0.78207412
      0.36500000       1.7395297      0.99999999      0.75581177
      0.42000000       1.2745142      0.99999999      0.69124192
      0.49500000      0.83805534      0.99999999      0.67530289
      0.54480000      0.61645329      0.99999997      0.64418147
      0.55810000      0.57117993      0.99999997      0.62940410
      0.58580000      0.49256911      0.99999993      0.59216886
      0.61500000      0.42753868      0.99999982      0.54759688
      0.64590000      0.37255614      0.99999977      0.49945372
      0.67900000      0.32450589      0.99999966      0.45061646
      0.72100000      0.27448722      0.99999872      0.39554644
      0.76800000      0.22874360      0.99999722      0.34374688
      0.81300000      0.19259470      0.99999720      0.30282586
      0.86700000      0.15708614      0.99999187      0.26279176
      0.92600000      0.12621046      0.99997038      0.22777412
       1.0000000     0.096608655      0.99990832      0.19329696
       1.0500000     0.081063063      0.99995143      0.17443036
       1.1000000     0.068323482      0.99993369      0.15830133
       1.1700000     0.054223549      0.99949845      0.13934821
       1.2500000     0.042083432      0.99941836      0.12168282
       1.3700000     0.029456854      0.99620944      0.10098127
       1.5000000     0.020843377      0.98083205     0.084075469
       1.6300000     0.014667804      0.99113856     0.071093036
       1.7700000     0.010431543      0.98430629     0.060199650
       1.9400000    0.0094320437      0.73288940     0.050024739
       2.1100000    0.0052677861      0.90026777     0.042184275
       2.3400000    0.0034617125      0.81228608     0.034088517
       2.5700000    0.0037727798      0.39521474     0.027880374
       2.7900000      0.10208550    0.0053548270     0.022673610
       3.0800000      0.15512693     0.018017305     0.021054329
       3.4100000     0.013098508     0.097802204     0.016991178
       3.7900000    0.0027350745      0.23695612     0.013444329
       4.0900000    0.0035939449      0.11990617     0.011452494
       4.3600000    0.0055157499     0.056728474     0.010030437
SIZE INTERVAL      31
    WAVl        QEXT      W0      gf
      0.25630000       3.7373469      0.99999995      0.81448572
      0.27950000       3.3971373      0.99999997      0.81306379
      0.29650000       3.1112340      0.99999998      0.80624310
      0.31860000       2.6870559      0.99999998      0.79430466
      0.33550000       2.4639570      0.99999998      0.78988644
      0.36500000       2.1194208      0.99999999      0.78474152
      0.42000000       1.5075206      0.99999999      0.73121008
      0.49500000       1.0624278      0.99999999      0.68155828
      0.54480000      0.81190606      0.99999998      0.67556544
      0.55810000      0.75270654      0.99999997      0.67104262
      0.58580000      0.64468684      0.99999994      0.65433155
      0.61500000      0.55312821      0.99999984      0.62609040
      0.64590000      0.47713825      0.99999980      0.58737570
      0.67900000      0.41349107      0.99999970      0.54100050
      0.72100000      0.35038822      0.99999886      0.48199705
      0.76800000      0.29468995      0.99999756      0.42178984
      0.81300000      0.25111159      0.99999758      0.37211266
      0.86700000      0.20792156      0.99999309      0.32249047
      0.92600000      0.16959249      0.99997521      0.27873954
       1.0000000      0.13186824      0.99992443      0.23568330
       1.0500000      0.11160425      0.99996030      0.21221557
       1.1000000     0.094741600      0.99994618      0.19223173
       1.1700000     0.075792560      0.99959626      0.16885629
       1.2500000     0.059237650      0.99953535      0.14717980
       1.3700000     0.041746903      0.99699671      0.12191286
       1.5000000     0.029601006      0.98487276      0.10137835
       1.6300000     0.020952234      0.99306076     0.085661114
       1.7700000     0.014917610      0.98774956     0.072503164
       1.9400000     0.012747070      0.77988421     0.060234301
       2.1100000    0.0074145311      0.92124310     0.050786863
       2.3400000    0.0047750174      0.84912279     0.041041519
       2.5700000    0.0046736622      0.46013043     0.033574601
       2.7900000      0.11247207    0.0069882990     0.027342833
       3.0800000      0.17268993     0.023443121     0.025353774
       3.4100000     0.014925965      0.12443676     0.020449343
       3.7900000    0.0032423546      0.28968083     0.016184267
       4.0900000    0.0041115959      0.15188960     0.013788178
       4.3600000    0.0061856003     0.073309543     0.012077072
SIZE INTERVAL      32
    WAVl        QEXT      W0      gf
      0.25630000       3.9905101      0.99999995      0.81300263
      0.27950000       3.6553551      0.99999997      0.82087343
      0.29650000       3.4078685      0.99999998      0.81934893
      0.31860000       3.1237714      0.99999998      0.81193069
      0.33550000       2.8230410      0.99999998      0.80338274
      0.36500000       2.4282350      0.99999999      0.79265342
      0.42000000       1.8419158      0.99999999      0.77488354
      0.49500000       1.2721303      0.99999999      0.69944132
      0.54480000       1.0328521      0.99999998      0.68246304
      0.55810000      0.97084381      0.99999998      0.68136288
      0.58580000      0.84634982      0.99999995      0.67861090
      0.61500000      0.72828466      0.99999986      0.67032522
      0.64590000      0.62330558      0.99999982      0.65193913
      0.67900000      0.53379541      0.99999973      0.62132794
      0.72100000      0.44747805      0.99999898      0.57150453
      0.76800000      0.37539976      0.99999782      0.51080585
      0.81300000      0.32156884      0.99999786      0.45514802
      0.86700000      0.26939071      0.99999398      0.39610437
      0.92600000      0.22304210      0.99997879      0.34229820
       1.0000000      0.17655654      0.99993653      0.28860634
       1.0500000      0.15100945      0.99996700      0.25927498
       1.1000000      0.12936857      0.99995566      0.23434465
       1.1700000      0.10458791      0.99967078      0.20529407
       1.2500000     0.082517699      0.99962469      0.17849768
       1.3700000     0.058718477      0.99759939      0.14746188
       1.5000000     0.041837984      0.98798407      0.12239876
       1.6300000     0.029812765      0.99453421      0.10330309
       1.7700000     0.021279051      0.99039387     0.087369923
       1.9400000     0.017391192      0.81997051     0.072551975
       2.1100000     0.010468762      0.93788670     0.061155347
       2.3400000    0.0066372457      0.87946560     0.049417163
       2.5700000    0.0058908449      0.52576976     0.040434368
       2.7900000      0.12399859    0.0090951416     0.032984996
       3.0800000      0.19280169     0.030392035     0.030536319
       3.4100000     0.017164464      0.15684621     0.024608974
       3.7900000    0.0039050563      0.34847762     0.019480983
       4.0900000    0.0047524366      0.19038365     0.016599075
       4.3600000    0.0069769004     0.094168256     0.014540468
SIZE INTERVAL      33
    WAVl        QEXT      W0      gf
      0.25630000       4.0578520      0.99999995      0.81422973
      0.27950000       3.9305199      0.99999997      0.81968463
      0.29650000       3.7472104      0.99999998      0.82506980
      0.31860000       3.3943086      0.99999998      0.82421084
      0.33550000       3.2194052      0.99999998      0.81932376
      0.36500000       2.7924508      0.99999999      0.80686946
      0.42000000       2.1947501      0.99999999      0.79178563
      0.49500000       1.5129039      0.99999999      0.74278205
      0.54480000       1.2409126      0.99999998      0.69911404
      0.55810000       1.1822421      0.99999998      0.69248391
      0.58580000       1.0641958      0.99999995      0.68491057
      0.61500000      0.94204561      0.99999988      0.68208605
      0.64590000      0.81894932      0.99999984      0.67874090
      0.67900000      0.70202164      0.99999976      0.66885501
      0.72100000      0.58182860      0.99999908      0.64256962
      0.76800000      0.48135134      0.99999803      0.59719601
      0.81300000      0.40964181      0.99999807      0.54545140
      0.86700000      0.34377676      0.99999465      0.48248180
      0.92600000      0.28740523      0.99998142      0.41993508
       1.0000000      0.23132674      0.99994550      0.35448438
       1.0500000      0.20013819      0.99997201      0.31804077
       1.1000000      0.17329743      0.99996279      0.28690866
       1.1700000      0.14193952      0.99972721      0.25061710
       1.2500000      0.11336020      0.99969268      0.21724958
       1.3700000     0.081738118      0.99806005      0.17884245
       1.5000000     0.058716319      0.99037590      0.14805820
       1.6300000     0.042184128      0.99566356      0.12474351
       1.7700000     0.030234958      0.99242368      0.10537948
       1.9400000     0.023886336      0.85345201     0.087438366
       2.1100000     0.014801541      0.95098679     0.073666172
       2.3400000    0.0092763963      0.90406793     0.059513059
       2.5700000    0.0075501171      0.58977138     0.048701619
       2.7900000      0.13680919     0.011798014     0.039809197
       3.0800000      0.21599184     0.039225701     0.036788581
