SIZE INTERVAL       0
    WAVl        QEXT      W0      gf
    WAVl        QEXT      W0      gf
      0.25630000     0.010523137      0.99999900     0.049621844
      0.27950000    0.0070508662      0.99999907     0.041565682
      0.29650000    0.0053984063      0.99999916     0.036859432
      0.31860000    0.0039202348      0.99999920     0.031857037
      0.33550000    0.0031225189      0.99999915     0.028691444
      0.36500000    0.0021644826      0.99999914     0.024198482
      0.42000000    0.0011859796      0.99999923     0.018233210
      0.49500000   0.00059223408      0.99999920     0.013098648
      0.54480000   0.00039628620      0.99999681     0.010801939
      0.55810000   0.00035829857      0.99999577     0.010290649
      0.58580000   0.00029273560      0.99999048    0.0093358560
      0.61500000   0.00023906306      0.99997275    0.0084663362
      0.64590000   0.00019498803      0.99996148    0.0076720703
      0.67900000   0.00015852278      0.99993684    0.0069393064
      0.72100000   0.00012375458      0.99973609    0.0061515339
      0.76800000   9.5461487e-05      0.99936695    0.0054192528
      0.81300000   7.5554373e-05      0.99931077    0.0048341254
      0.86700000   5.8117449e-05      0.99784422    0.0042489613
      0.92600000   4.4643732e-05      0.99164542    0.0037231978
       1.0000000   3.3199872e-05      0.97282625    0.0031909281
       1.0500000   2.6842519e-05      0.98485974    0.0028932780
       1.1000000   2.2307550e-05      0.97876764    0.0026352966
       1.1700000   1.9826132e-05      0.85417560    0.0023282115
       1.2500000   1.5536063e-05      0.82954540    0.0020385050
       1.3700000   2.1170488e-05      0.41595825    0.0016953001
       1.5000000   5.1227661e-05      0.11791285    0.0014127145
       1.6300000   1.9215219e-05      0.22115810    0.0011946829
       1.7700000   2.2134993e-05      0.13450945    0.0010112377
       1.9400000   0.00030164183    0.0066008746   0.00083963089
       2.1100000   6.4660872e-05     0.021022809   0.00070751683
       2.3400000   8.0298270e-05     0.010003653   0.00057096930
       2.5700000   0.00028364298    0.0015019971   0.00046612027
       2.7900000     0.012928419   1.2247791e-05   0.00037663876
       3.0800000     0.018761402   4.1577559e-05   0.00035262127
       3.4100000    0.0014690498   0.00024316281   0.00028475612
       3.7900000   0.00026240942   0.00069043191   0.00022498492
       4.0900000   0.00039957567   0.00030159976   0.00019151934
       4.3600000   0.00065935140   0.00013270509   0.00016766380
SIZE INTERVAL       9
    WAVl        QEXT      W0      gf
      0.25630000     0.015199629      0.99999923     0.059704871
      0.27950000     0.010192183      0.99999928     0.050009938
      0.29650000    0.0078069324      0.99999935     0.044348544
      0.31860000    0.0056718466      0.99999939     0.038331878
      0.33550000    0.0045189686      0.99999935     0.034524685
      0.36500000    0.0031337129      0.99999934     0.029121032
      0.42000000    0.0017179266      0.99999941     0.021945882
      0.49500000   0.00085824101      0.99999939     0.015768559
      0.54480000   0.00057439214      0.99999757     0.013004843
      0.55810000   0.00051935368      0.99999678     0.012389533
      0.58580000   0.00042435375      0.99999276     0.011240431
      0.61500000   0.00034657321      0.99997930     0.010193888
      0.64590000   0.00028269523      0.99997075    0.0092378604
      0.67900000   0.00022984065      0.99995206    0.0083558072
      0.72100000   0.00017943411      0.99979974    0.0074074801
      0.76800000   0.00013840793      0.99951976    0.0065258991
      0.81300000   0.00010954910      0.99947728    0.0058214352
      0.86700000   8.4241090e-05      0.99836492    0.0051168923
      0.92600000   6.4616778e-05      0.99365548    0.0044838380
       1.0000000   4.7835668e-05      0.97927480    0.0038429203
       1.0500000   3.8790235e-05      0.98848812    0.0034845000
       1.1000000   3.2189612e-05      0.98383408    0.0031738398
       1.1700000   2.7740219e-05      0.88550939    0.0028040397
       1.2500000   2.1603112e-05      0.86535404    0.0024551579
       1.3700000   2.6353050e-05      0.48472093    0.0020418381
       1.5000000   5.8383168e-05      0.15008281    0.0017015117
       1.6300000   2.2597161e-05      0.27280690    0.0014389239
       1.7700000   2.5352945e-05      0.17036144    0.0012179862
       1.9400000   0.00033186097    0.0087038290    0.0010113030
       2.1100000   7.1463888e-05     0.027594561   0.00085218251
       2.3400000   8.8428832e-05     0.013178059   0.00068772076
       2.5700000   0.00031149436    0.0019841281   0.00056143713
       2.7900000     0.014189914   1.6187707e-05   0.00045366597
       3.0800000     0.020594769   5.4952525e-05   0.00042472248
       3.4100000    0.0016126312   0.00032137579   0.00034298336
       3.7900000   0.00028808639   0.00091240454   0.00027099181
       4.0900000   0.00043861150   0.00039862010   0.00023068352
       4.3600000   0.00072371752   0.00017540606   0.00020195005
SIZE INTERVAL      10
    WAVl        QEXT      W0      gf
      0.25630000     0.021914549      0.99999940     0.071857245
      0.27950000     0.014713027      0.99999945     0.060177028
      0.29650000     0.011277327      0.99999950     0.053361926
      0.31860000    0.0081986754      0.99999953     0.046122227
      0.33550000    0.0065348448      0.99999950     0.041542256
      0.36500000    0.0045341613      0.99999949     0.035042570
      0.42000000    0.0024874067      0.99999955     0.026412290
      0.49500000    0.0012433709      0.99999953     0.018981141
      0.54480000   0.00083235415      0.99999815     0.015655841
      0.55810000   0.00075263902      0.99999755     0.014915433
      0.58580000   0.00061502909      0.99999449     0.013532636
      0.61500000   0.00050234443      0.99998426     0.012273168
      0.64590000   0.00040978964      0.99997777     0.011122555
      0.67900000   0.00033319735      0.99996358     0.010060903
      0.72100000   0.00026013618      0.99984794    0.0089194059
      0.76800000   0.00020066052      0.99963549    0.0078581767
      0.81300000   0.00015883014      0.99960338    0.0070101049
      0.86700000   0.00012211218      0.99875948    0.0061618902
      0.92600000   9.3564241e-05      0.99518248    0.0053997004
       1.0000000   6.9027800e-05      0.98421285    0.0046280019
       1.0500000   5.6102267e-05      0.99125214    0.0041964267
       1.1000000   4.6504374e-05      0.98770350    0.0038223488
       1.1700000   3.9118304e-05      0.91079414    0.0033770450
       1.2500000   3.0311222e-05      0.89457635    0.0029569170
       1.3700000   3.3444169e-05      0.55402429    0.0024591751
       1.5000000   6.7206048e-05      0.18912549    0.0020493212
       1.6300000   2.6987387e-05      0.33135841    0.0017330791
       1.7700000   2.9361045e-05      0.21339570    0.0014669918
       1.9400000   0.00036537740     0.011468048    0.0012180669
       2.1100000   7.9152485e-05     0.036142276    0.0010264221
       2.3400000   9.7485700e-05     0.017341139   0.00082834214
       2.5700000   0.00034214382    0.0026204887   0.00067624377
       2.7900000     0.015574722   2.1394169e-05   0.00054644710
       3.0800000     0.022608250   7.2627080e-05   0.00051156380
       3.4100000    0.0017703408   0.00042472276   0.00041311540
       3.7900000   0.00031630481    0.0012056271   0.00032640577
       4.0900000   0.00048148377   0.00052682371   0.00027785592
       4.3600000   0.00079438904   0.00023183988   0.00024324724
SIZE INTERVAL      11
    WAVl        QEXT      W0      gf
      0.25630000     0.031513186      0.99999953     0.086531456
      0.27950000     0.021198181      0.99999957     0.072432683
      0.29650000     0.016264669      0.99999961     0.064218615
      0.31860000     0.011836377      0.99999963     0.055500055
      0.33550000    0.0094399088      0.99999961     0.049987469
      0.36500000    0.0065550224      0.99999961     0.042166910
      0.42000000    0.0035995240      0.99999966     0.031785361
      0.49500000    0.0018006610      0.99999964     0.022846338
      0.54480000    0.0012058147      0.99999859     0.018845745
      0.55810000    0.0010904105      0.99999814     0.017954903
      0.58580000   0.00089116033      0.99999581     0.016291070
      0.61500000   0.00072796803      0.99998802     0.014775527
      0.64590000   0.00059390603      0.99998309     0.013390876
      0.67900000   0.00048294753      0.99997231     0.012113193
      0.72100000   0.00037708003      0.99988446     0.010739318
      0.76800000   0.00029088120      0.99972316    0.0094619538
      0.81300000   0.00023025955      0.99969890    0.0084410896
      0.86700000   0.00017700665      0.99905843    0.0074199886
      0.92600000   0.00013551757      0.99634166    0.0065023896
       1.0000000   9.9720698e-05      0.98798417    0.0055732863
       1.0500000   8.1189467e-05      0.99335464    0.0050536564
       1.1000000   6.7243968e-05      0.99065257    0.0046032398
       1.1700000   5.5509008e-05      0.93091210    0.0040670437
       1.2500000   4.2839904e-05      0.91803831    0.0035611431
       1.3700000   4.3261086e-05      0.62124017    0.0029617592
       1.5000000   7.8294242e-05      0.23547914    0.0024681901
       1.6300000   3.2789400e-05      0.39560440    0.0020873415
       1.7700000   3.4450521e-05      0.26381935    0.0017668858
       1.9400000   0.00040266624     0.015095238    0.0014670920
       2.1100000   8.7912366e-05     0.047205270    0.0012362788
       2.3400000   0.00010761862     0.022787437   0.00099771217
       2.5700000   0.00037589946    0.0034600401   0.00081452466
       2.7900000     0.017094970   2.8273813e-05   0.00065820465
       3.0800000     0.024819854   9.5981593e-05   0.00061615754
       3.4100000    0.0019436049   0.00056126529   0.00049758554
       3.7900000   0.00034732842    0.0015928891   0.00039314992
       4.0900000   0.00052857880   0.00069621479   0.00033467380
       4.3600000   0.00087199210   0.00030641840   0.00029298882
SIZE INTERVAL      12
    WAVl        QEXT      W0      gf
      0.25630000     0.045144069      0.99999963      0.10430349
      0.27950000     0.030457702      0.99999966     0.087234080
      0.29650000     0.023405227      0.99999970     0.077313650
      0.31860000     0.017058233      0.99999972     0.066799132
      0.33550000     0.013616303      0.99999970     0.060157453
      0.36500000    0.0094658597      0.99999970     0.050741476
      0.42000000    0.0052049753      0.99999974     0.038249671
      0.49500000    0.0026064839      0.99999973     0.027496459
      0.54480000    0.0017461826      0.99999892     0.022683765
      0.55810000    0.0015792081      0.99999858     0.021612021
      0.58580000    0.0012908599      0.99999680     0.019610231
      0.61500000    0.0010546327      0.99999088     0.017786740
      0.64590000   0.00086052989      0.99998713     0.016120629
      0.67900000   0.00069984511      0.99997893     0.014583123
      0.72100000   0.00054649363      0.99991213     0.012929740
      0.76800000   0.00042160393      0.99978959     0.011392379
      0.81300000   0.00033376986      0.99977126     0.010163636
      0.86700000   0.00025656344      0.99928495    0.0089345221
      0.92600000   0.00019631530      0.99722120    0.0078299188
       1.0000000   0.00014417951      0.99085872    0.0067113898
       1.0500000   0.00011754468      0.99495226    0.0060857825
       1.1000000   9.7294903e-05      0.99289672    0.0055434838
       1.1700000   7.9155667e-05      0.94674098    0.0048978811
       1.2500000   6.0897874e-05      0.93663078    0.0042887291
