   178.391001674130       1.396059891678392E-009
   183.893863890845       1.501594271978033E-009
   188.279741954666       1.630819087937431E-009
   191.024398722266       1.713423217969437E-009
   192.534632769239       1.815065438577873E-009
   193.417645389762       1.901762162067754E-009
   193.997482719626       1.955533978126509E-009
   194.452469173300       1.989758878036059E-009
   194.873056110825       2.052732875063987E-009
   195.261538503538       2.192410632191783E-009
   195.583842250377       2.430594648864531E-009
   195.843270537878       2.774317366045252E-009
   196.097229848958       3.263128730323689E-009
   196.335453904799       3.940839839752500E-009
   196.457101685486       4.970784552571153E-009
   196.469547646792       6.577890395461511E-009
   196.334973274827       9.648495686553043E-009
   195.565315538003       1.951302383360220E-008
   193.731644058460       6.850779022689571E-008
   191.244842815369       2.927589423638711E-007
   188.851779600290       9.070459841034226E-007
   186.926884054079       1.952757674529003E-006
   185.459463666100       3.249332389776921E-006
   184.258112916359       4.832686490423754E-006
   183.202681710429       6.723517194902040E-006
   182.331185345144       8.690526916932505E-006
   181.728069152412       1.166211011567213E-005
   181.383326238567       1.362707264004605E-005
   181.205241063131       1.561187305613609E-005
   181.104457961927       1.765603181905607E-005
   181.017153504000       1.959846992943063E-005
   180.943005041925       2.176349380467193E-005
   180.958342488932       2.384733223084472E-005
   181.092997349806       2.634058004198021E-005
   181.296755095314       2.890030700144482E-005
   181.579526353647       3.191082081607785E-005
   182.010242847477       3.534665366594399E-005
   182.624049167790       3.908128974736967E-005
   183.406660666909       4.366075815342470E-005
   184.323368241132       4.903362786128291E-005
   185.351886891047       5.557458775295660E-005
   186.479650502096       6.327976751265130E-005
   187.688898757691       7.262663824396121E-005
   188.970647486511       8.406863409927109E-005
   190.372608951039       9.818338569840097E-005
   191.913308402610       1.163861176270147E-004
   193.577867742068       1.332194975128637E-004
   195.361529341362       1.614942581860021E-004
   197.230803764231       1.847371410680914E-004
   199.175002226492       2.231793892443160E-004
   201.173109100794       2.552038986193199E-004
   203.229614454946       2.912660828242599E-004
   205.370693594907       3.268247080062412E-004
   207.592599395434       3.543837527871979E-004
   209.901902732557       3.748089617695983E-004
   212.344261575387       3.767289124454584E-004
   215.048170991910       3.627013737685400E-004
   218.036573457292       3.306673574963091E-004
   221.100975789431       2.713174272068052E-004
   224.058359376147       2.249915886160519E-004
   226.784831858007       1.807836785405035E-004
   229.119083730604       1.449232143270548E-004
   231.052249960021       1.186468242383260E-004
   232.770540663191       9.790886360434414E-005
   234.278946762808       7.894152238492460E-005
   235.349435228345       7.033007367307677E-005
   235.965213405172       6.361501680505593E-005
   236.299994835270       5.844107816744249E-005
   236.417243754982       5.486815610277328E-005
   236.374371772323       5.184601697611326E-005
   236.350524057417       4.944678424138413E-005
   236.465951198022       4.837402594837803E-005
   236.661496296398       4.676572558199206E-005
   236.696698163850       4.809864825983780E-005
   236.469891927156       5.883059907330602E-005
   236.569446692094       9.941097002987302E-005
   238.306769201738       1.396496236092948E-004
   242.090559055788       2.309123263634982E-004
   246.449553886322       3.649255594825076E-004
   250.533090230784       5.522547632334663E-004
   254.343145329403       8.032186665058878E-004
   257.896719601873       1.127867976934930E-003
   261.218815015305       1.536226184057238E-003
   264.336980422647       2.038614832790626E-003
   267.277968308037       2.645956175710134E-003
   270.066084009388       3.370018527749337E-003
   272.722607666247       4.223608125067970E-003
   275.591893280486       5.318162402080919E-003
   278.397042906022       6.431934944590019E-003
   281.130304909668       7.863946331833533E-003
   283.798809576444       9.384851780813639E-003
   286.403243322357       1.122725380416343E-002
   288.964168403494       1.323262717056364E-002
   291.472748983764       1.559619904525796E-002
   293.950086152456       1.817052215501200E-002
   296.386906010826       2.118998580524571E-002
   298.799485023343       2.442452355209851E-002
   301.182767180195       2.826288524995358E-002
   303.544864624280       3.225495831666073E-002
   304.719825739129       3.468633710223364E-002
