AD Leo
nm      W/m^2/nm
115.2	1.7137E-03
115.4	2.6907E-03
116.4	1.0378E-03
116.6	2.1622E-03
116.7	2.8189E-04
116.9	1.4224E-03
117.4	6.2783E-03
117.6	6.5363E-03
117.7	3.5876E-03
117.9	2.3543E-03
118.1	9.3848E-04
118.6	2.9917E-03
118.7	2.2519E-03
119.2	1.1564E-03
119.4	1.6914E-03
119.6	7.3369E-04
119.8	1.9924E-03
119.9	3.9726E-03
120.1	2.9244E-03
120.3	4.6770E-03
120.4	8.9999E-03
120.6	1.6591E-02
120.8	2.9629E-02
120.9	5.4777E-02
121.1	9.6080E-02
121.3	1.5694E-01
121.4	1.3454E-01
121.8	1.7299E-01
121.9	1.3519E-01
122.1	5.3506E-02
122.3	1.6849E-02
122.4	7.6564E-03
122.6	2.3862E-03
122.8	2.3385E-03
122.9	1.3900E-03
123.1	1.0058E-03
123.3	2.3766E-03
123.4	2.2808E-03
123.6	1.7619E-03
123.8	4.0996E-03
123.9	4.9311E-03
124.1	5.7356E-03
124.3	4.8695E-03
124.4	2.5595E-03
124.6	1.8739E-03
124.8	1.7041E-03
124.9	1.3003E-03
125.1	9.7389E-04
125.3	7.0790E-04
125.5	6.0859E-04
125.6	9.2578E-04
125.8	5.5085E-04
125.9	6.3091E-04
126.1	8.1992E-04
126.3	1.2045E-03
126.5	1.1340E-03
126.6	9.0653E-04
126.8	5.1890E-04
127.0	1.1883E-04
127.6	7.7835E-04
127.8	9.0961E-04
128.0	1.2780E-03
128.1	1.8835E-03
128.3	1.4543E-03
128.5	8.0414E-04
129.0	9.2885E-04
129.1	1.2845E-03
129.3	8.0067E-04
129.5	8.8420E-04
129.6	1.1306E-03
129.8	1.1691E-03
130.0	1.2684E-03
130.1	8.6149E-04
130.3	2.0275E-03
130.5	4.1958E-03
130.6	4.1650E-03
130.8	2.8863E-03
131.0	1.5856E-03
131.2	1.7746E-03
131.3	5.8626E-04
131.7	8.7766E-04
131.8	7.9105E-05
132.3	2.1364E-04
132.5	3.2674E-04
132.7	4.5808E-04
132.8	1.1979E-03
133.0	7.9759E-04
133.2	1.6722E-03
133.3	3.5237E-03
133.5	7.3985E-03
133.7	9.8968E-03
133.8	6.4708E-03
134.0	2.9148E-03
134.2	7.4948E-04
134.5	5.3506E-04
134.7	3.0175E-04
135.0	6.0204E-05
135.3	5.8934E-04
135.5	7.0482E-04
135.7	1.4797E-04
135.8	5.6701E-04
136.0	6.5016E-04
136.2	9.8352E-04
136.4	8.2646E-04
136.7	1.2106E-04
136.8	7.2715E-04
137.0	1.0636E-04
137.2	3.9726E-04
137.3	6.0859E-04
137.9	1.6687E-04
138.0	4.8040E-04
138.2	2.3674E-04
138.5	8.5533E-05
138.7	4.5808E-04
138.9	4.7424E-04
139.0	9.7698E-04
139.2	1.4512E-03
139.4	2.9821E-03
139.5	4.9965E-03
139.7	4.0034E-03
139.9	2.5433E-03
140.0	2.5945E-03
140.2	2.6203E-03
140.4	2.7034E-03
140.5	3.8440E-03
140.7	2.9086E-03
140.9	1.6753E-03
141.0	1.0794E-03
141.2	1.0089E-03
141.4	1.6753E-03
141.5	8.0067E-04
141.9	1.8770E-04
142.2	4.7732E-05
142.6	5.9242E-05
142.7	1.0058E-03
142.9	6.1821E-04
143.2	1.9955E-05
143.4	1.6144E-04
143.6	6.4708E-05
143.7	2.1206E-04
143.9	2.0117E-04
144.1	1.5086E-04
144.2	1.1436E-03
144.4	3.9726E-04
144.6	1.9763E-04
144.7	3.4275E-04
144.9	1.1852E-03
145.1	2.2550E-04
145.2	1.1275E-03
145.4	8.3301E-05
145.6	4.7078E-04
145.7	9.8352E-04
145.9	7.8143E-04
146.1	2.0086E-04
146.2	2.3959E-04
146.4	7.9105E-05
146.6	3.0399E-04
146.7	1.3935E-04
146.9	5.5431E-04
147.1	7.9105E-04
147.2	1.1052E-03
147.4	2.3832E-04
147.6	6.5363E-04
147.8	1.8258E-03
147.9	1.4512E-03
148.1	1.5120E-03
148.2	9.1308E-04
148.4	3.3632E-04
148.6	1.4705E-04
148.8	6.5363E-04
148.9	4.1304E-04
149.1	1.2911E-03
149.3	1.2684E-03
149.4	1.0794E-03
149.6	3.3313E-04
149.8	4.0034E-04
149.9	6.2129E-04
150.1	1.3712E-03
150.3	4.9003E-04
150.4	6.4400E-04
150.6	3.4914E-04
150.8	1.1082E-03
150.9	1.2780E-03
151.1	1.4959E-03
151.3	1.7776E-03
151.4	5.7356E-04
151.6	1.1725E-03
151.8	1.5151E-03
151.9	2.5625E-03
152.1	2.0051E-03
152.3	1.4863E-03
152.4	1.4705E-03
152.6	1.0955E-03
152.8	4.0996E-04
152.9	6.0204E-04
153.1	6.0859E-04
153.3	1.4224E-03
153.4	1.2268E-03
153.6	1.3388E-03
153.8	8.5187E-04
154.0	6.2129E-04
154.1	1.9443E-03
154.3	2.7419E-03
154.4	4.2921E-03
154.6	9.9622E-03
154.8	1.6114E-02
154.9	1.8643E-02
155.1	1.5374E-02
155.3	8.4879E-03
155.5	3.8117E-03
155.6	1.8004E-03
155.8	2.7034E-03
156.0	2.9948E-03
156.1	4.2613E-03
156.3	2.6811E-03
156.5	1.3869E-03
156.6	1.4127E-03
156.8	1.4639E-03
157.0	1.8900E-03
157.1	1.4416E-03
157.3	1.5055E-03
157.5	1.2045E-03
157.6	2.6715E-03
157.8	9.8006E-04
158.0	6.2783E-04
158.1	8.1684E-04
158.3	1.4285E-04
158.5	5.0273E-06
158.6	1.1691E-03
158.8	8.6149E-04
159.0	9.5465E-04
159.2	1.0443E-03
159.3	9.6427E-04
159.5	1.6210E-03
159.6	1.5086E-03
159.8	9.9314E-04
160.0	6.5670E-04
160.2	1.5440E-03
160.3	9.2270E-04
160.5	1.1918E-03
160.6	2.4313E-03
160.8	9.2578E-04
161.0	8.0722E-04
161.2	4.4191E-04
161.3	9.9622E-04
161.5	1.3581E-03
161.7	6.3091E-04
162.0	3.9071E-04
162.2	6.6941E-04
162.3	7.3369E-04
162.5	7.1445E-04
162.7	3.5237E-04
162.8	4.2613E-04
163.0	9.7698E-04
163.2	1.2526E-03
163.3	1.7938E-03
163.5	1.8065E-03
163.7	3.2031E-03
163.8	7.0136E-03
164.0	1.1371E-02
164.2	1.1533E-02
164.3	7.3369E-03
164.5	3.5876E-03
164.7	2.0502E-03
164.8	8.2646E-04
165.0	6.9520E-04
165.2	7.9759E-04
165.4	1.8258E-03
