 
    OUTPUT FILES FOR THE Sun
 
 Solar Constant= 1.0   F_CH4= 1.6000E-06  F_CO2= 3.5500E-04  F_O2= 2.1000E-01  F_N2= 7.7964E-01  IO3 =  1   IUP=  0
 
 NST=  1  dt0=1.500E+04  DT(ND)= 1.182E-02  T(ND)=2.8790E+02  DIVF(1)=-8.29141E-03
   Ftot(ND-1)= 1.1995E+05  FtIR(ND-1)=-9.5927E+04  FtSol(ND-1)= 2.1587E+05


  J     P        ALT        T       CONVEC       DT           TOLD        FH20        TCOOL        THEAT
  1 5.7711E-06 8.4060E+01 1.8227E+02  0.00E+00  -3.8930E-02  1.8231E+02  7.7200E-06 -1.6691E+01  1.6354E+01
  2 7.6810E-06 8.2493E+01 1.9469E+02  0.00E+00   1.9389E-02  1.9473E+02  7.7200E-06 -1.5979E+01  1.6147E+01
  3 1.0204E-05 8.0833E+01 2.0692E+02  0.00E+00  -1.9064E-02  2.0703E+02  7.7200E-06 -1.6034E+01  1.5870E+01
  4 1.3530E-05 7.9089E+01 2.1816E+02  0.00E+00   4.8936E-01  2.1842E+02  7.7200E-06 -1.1292E+01  1.5520E+01
  5 1.7906E-05 7.7274E+01 2.2710E+02  0.00E+00   3.3293E-01  2.2747E+02  7.7200E-06 -1.2207E+01  1.5084E+01
  6 2.3652E-05 7.5410E+01 2.3337E+02  0.00E+00   1.7373E-01  2.3370E+02  7.7200E-06 -1.3042E+01  1.4543E+01
  7 3.1185E-05 7.3516E+01 2.3759E+02  0.00E+00   1.2955E-01  2.3779E+02  7.7200E-06 -1.2757E+01  1.3877E+01
  8 4.1038E-05 7.1607E+01 2.4049E+02  0.00E+00   1.2603E-01  2.4054E+02  7.7200E-06 -1.1979E+01  1.3068E+01
  9 5.3903E-05 6.9691E+01 2.4265E+02  0.00E+00   1.4874E-01  2.4258E+02  7.7200E-06 -1.0821E+01  1.2106E+01
 10 7.0667E-05 6.7772E+01 2.4443E+02  0.00E+00   1.7899E-01  2.4429E+02  7.7200E-06 -9.4461E+00  1.0993E+01
 11 9.2471E-05 6.5854E+01 2.4610E+02  0.00E+00   1.8328E-01  2.4589E+02  7.7200E-06 -8.1623E+00  9.7458E+00
 12 1.2077E-04 6.3935E+01 2.4794E+02  0.00E+00   1.2375E-01  2.4768E+02  7.7200E-06 -7.3384E+00  8.4076E+00
 13 1.5744E-04 6.2013E+01 2.5031E+02  0.00E+00  -1.2569E-02  2.5009E+02  7.7200E-06 -7.2549E+00  7.1463E+00
 14 2.0486E-04 6.0084E+01 2.5348E+02  0.00E+00  -1.0559E-01  2.5338E+02  7.7354E-06 -7.8777E+00  6.9653E+00
 15 2.6605E-04 5.8142E+01 2.5738E+02  0.00E+00  -1.1456E-01  2.5742E+02  7.7449E-06 -8.9037E+00  7.9139E+00
 16 3.4486E-04 5.6184E+01 2.6156E+02  0.00E+00  -1.0183E-01  2.6173E+02  7.7400E-06 -1.0036E+01  9.1565E+00
 17 4.4618E-04 5.4209E+01 2.6549E+02  0.00E+00  -9.9312E-02  2.6577E+02  7.7500E-06 -1.1096E+01  1.0238E+01
 18 5.7619E-04 5.2222E+01 2.6871E+02  0.00E+00  -8.6091E-02  2.6908E+02  7.7500E-06 -1.1734E+01  1.0990E+01
 19 7.4267E-04 5.0230E+01 2.7085E+02  0.00E+00  -6.7300E-02  2.7127E+02  7.7500E-06 -1.1945E+01  1.1364E+01
 20 9.5544E-04 4.8243E+01 2.7162E+02  0.00E+00  -4.6068E-02  2.7206E+02  7.7240E-06 -1.1698E+01  1.1300E+01
 21 1.2269E-03 4.6270E+01 2.7087E+02  0.00E+00  -7.6849E-04  2.7127E+02  7.6967E-06 -1.0923E+01  1.0917E+01
 22 1.5724E-03 4.4322E+01 2.6862E+02  0.00E+00   4.4863E-03  2.6893E+02  7.6586E-06 -9.7494E+00  9.7882E+00
 23 2.0115E-03 4.2410E+01 2.6515E+02  0.00E+00  -1.3820E-02  2.6534E+02  7.5921E-06 -8.3330E+00  8.2136E+00
 24 2.5683E-03 4.0540E+01 2.6097E+02  0.00E+00  -4.1566E-02  2.6105E+02  7.4863E-06 -6.9582E+00  6.5990E+00
 25 3.2732E-03 3.8715E+01 2.5654E+02  0.00E+00  -4.5592E-02  2.5656E+02  7.3422E-06 -5.8215E+00  5.4276E+00
 26 4.1635E-03 3.6935E+01 2.5215E+02  0.00E+00  -3.5055E-02  2.5215E+02  7.1757E-06 -4.9879E+00  4.6850E+00
 27 5.2861E-03 3.5199E+01 2.4787E+02  0.00E+00  -1.9629E-02  2.4787E+02  6.9688E-06 -4.3856E+00  4.2160E+00
 28 6.6987E-03 3.3505E+01 2.4372E+02  0.00E+00  -9.1602E-03  2.4370E+02  6.7495E-06 -3.8750E+00  3.7958E+00
 29 8.4727E-03 3.1853E+01 2.3968E+02  0.00E+00   4.9211E-03  2.3965E+02  6.4976E-06 -3.3295E+00  3.3720E+00
 30 1.0696E-02 3.0242E+01 2.3574E+02  0.00E+00   2.9681E-02  2.3571E+02  6.1963E-06 -2.7415E+00  2.9979E+00
 31 1.3478E-02 2.8670E+01 2.3182E+02  0.00E+00   5.9198E-02  2.3179E+02  5.8952E-06 -2.1550E+00  2.6664E+00
 32 1.6952E-02 2.7137E+01 2.2780E+02  0.00E+00   7.1141E-02  2.2777E+02  5.5871E-06 -1.6007E+00  2.2154E+00
 33 2.1280E-02 2.5644E+01 2.2368E+02  0.00E+00   7.0475E-02  2.2362E+02  5.2610E-06 -1.1093E+00  1.7182E+00
 34 2.6663E-02 2.4190E+01 2.1954E+02  0.00E+00   6.2771E-02  2.1943E+02  4.9755E-06 -7.0509E-01  1.2474E+00
 35 3.3344E-02 2.2775E+01 2.1560E+02  0.00E+00   4.9659E-02  2.1543E+02  4.6883E-06 -4.5322E-01  8.8227E-01
 36 4.1622E-02 2.1395E+01 2.1215E+02  0.00E+00   2.7743E-02  2.1192E+02  4.4537E-06 -3.6742E-01  6.0712E-01
 37 5.1856E-02 2.0047E+01 2.0948E+02  0.00E+00   4.1229E-03  2.0922E+02  4.3507E-06 -3.6124E-01  3.9686E-01
 38 6.4485E-02 1.8724E+01 2.0779E+02  0.00E+00  -9.6502E-03  2.0753E+02  4.2664E-06 -3.5399E-01  2.7061E-01
 39 8.0038E-02 1.7420E+01 2.0714E+02  0.00E+00  -9.2345E-03  2.0690E+02  4.2128E-06 -2.9002E-01  2.1024E-01
 40 9.9155E-02 1.6128E+01 2.0743E+02  0.00E+00  -4.7707E-03  2.0724E+02  4.2500E-06 -2.3175E-01  1.9053E-01
 41 1.2261E-01 1.4844E+01 2.0857E+02  0.00E+00  -1.0006E-03  2.0838E+02  4.1812E-06 -2.0396E-01  1.9532E-01
 42 1.5132E-01 1.3561E+01 2.1058E+02  0.00E+00  -1.5205E-02  2.1032E+02  4.9826E-06 -3.1388E-01  1.8251E-01
 43 1.8640E-01 1.2274E+01 2.1372E+02  0.00E+00  -4.0951E-02  2.1335E+02  7.7284E-06 -5.2500E-01  1.7118E-01
 44 2.2919E-01 1.0975E+01 2.1853E+02  0.00E+00  -9.2364E-02  2.1806E+02  1.4609E-05 -9.7385E-01  1.7582E-01
 45 2.8127E-01 9.6525E+00 2.2553E+02  0.00E+00  -1.7808E-01  2.2507E+02  3.5397E-05 -1.7610E+00  2.2241E-01
 46 3.4453E-01 8.2939E+00 2.3490E+02  0.00E+00  -2.4161E-01  2.3462E+02  1.0817E-04 -2.4741E+00  3.8661E-01
 47 4.2122E-01 6.8883E+00 2.4589E+02  0.00E+00   1.8072E-01  2.4579E+02  3.7569E-04 -2.6311E+00  5.9830E-01
 48 5.1401E-01 5.4310E+00 2.5723E+02  1.00E+00   2.0479E-02  2.5721E+02  1.1286E-03 -2.6086E+00  7.1849E-01
 49 6.2605E-01 3.9263E+00 2.6696E+02  1.00E+00   1.6656E-02  2.6694E+02  2.7115E-03 -2.1884E+00  7.7593E-01
 50 7.6109E-01 2.3827E+00 2.7558E+02  1.00E+00   1.3850E-02  2.7556E+02  5.5510E-03 -1.9184E+00  6.7071E-01
 51 9.2351E-01 8.0392E-01 2.8394E+02  1.00E+00   1.2484E-02  2.8392E+02  9.8470E-03 -1.7800E+00  6.3884E-01
 52 1.0168E+00 0.0000E+00 2.8790E+02  1.00E+00   1.1820E-02  2.8789E+02  1.2735E-02  0.0000E+00  0.0000E+00

  J    PF         ALT       FTOTAL       FTIR       FDNIR       FUPIR       FTSOL       FDNSOL       FUPSOL       DIVF
  1 5.0000E-06 8.4060E+01  2.2643E+03 -2.7309E+05  0.0000E+00  2.7309E+05  2.7536E+05  3.4032E+05  6.4967E+04 -8.2914E-03
  2 6.6610E-06 8.2493E+01  2.2644E+03 -2.7309E+05  6.3521E+00  2.7310E+05  2.7535E+05  3.4032E+05  6.4967E+04 -8.2917E-03
  3 8.8572E-06 8.0833E+01  2.2643E+03 -2.7309E+05  1.6006E+01  2.7310E+05  2.7535E+05  3.4032E+05  6.4967E+04 -8.2917E-03
  4 1.1755E-05 7.9089E+01  2.2644E+03 -2.7308E+05  2.9517E+01  2.7311E+05  2.7534E+05  3.4031E+05  6.4967E+04 -8.2921E-03
  5 1.5572E-05 7.7274E+01  2.2625E+03 -2.7308E+05  4.0775E+01  2.7312E+05  2.7534E+05  3.4030E+05  6.4967E+04 -8.2853E-03
  6 2.0589E-05 7.5410E+01  2.2608E+03 -2.7307E+05  5.3084E+01  2.7312E+05  2.7533E+05  3.4030E+05  6.4967E+04 -8.2793E-03
  7 2.7171E-05 7.3516E+01  2.2597E+03 -2.7306E+05  6.8070E+01  2.7313E+05  2.7532E+05  3.4028E+05  6.4967E+04 -8.2754E-03
  8 3.5790E-05 7.1607E+01  2.2585E+03 -2.7305E+05  8.6034E+01  2.7313E+05  2.7530E+05  3.4027E+05  6.4966E+04 -8.2716E-03
  9 4.7055E-05 6.9691E+01  2.2571E+03 -2.7303E+05  1.0748E+02  2.7314E+05  2.7529E+05  3.4025E+05  6.4966E+04 -8.2668E-03
 10 6.1747E-05 6.7772E+01  2.2549E+03 -2.7301E+05  1.3271E+02  2.7314E+05  2.7527E+05  3.4023E+05  6.4966E+04 -8.2593E-03
 11 8.0875E-05 6.5854E+01  2.2514E+03 -2.7299E+05  1.6199E+02  2.7315E+05  2.7524E+05  3.4021E+05  6.4965E+04 -8.2472E-03
 12 1.0573E-04 6.3935E+01  2.2468E+03 -2.7297E+05  1.9597E+02  2.7316E+05  2.7521E+05  3.4018E+05  6.4965E+04 -8.2310E-03
 13 1.3796E-04 6.2013E+01  2.2427E+03 -2.7294E+05  2.3643E+02  2.7317E+05  2.7518E+05  3.4014E+05  6.4964E+04 -8.2170E-03
 14 1.7968E-04 6.0084E+01  2.2433E+03 -2.7290E+05  2.8707E+02  2.7319E+05  2.7515E+05  3.4011E+05  6.4963E+04 -8.2200E-03
 15 2.3356E-04 5.8142E+01  2.2490E+03 -2.7285E+05  3.5306E+02  2.7321E+05  2.7510E+05  3.4006E+05  6.4961E+04 -8.2427E-03
 16 3.0304E-04 5.6184E+01  2.2571E+03 -2.7278E+05  4.3983E+02  2.7322E+05  2.7504E+05  3.4000E+05  6.4959E+04 -8.2745E-03
 17 3.9245E-04 5.4209E+01  2.2664E+03 -2.7267E+05  5.5266E+02  2.7323E+05  2.7494E+05  3.3990E+05  6.4957E+04 -8.3117E-03
 18 5.0728E-04 5.2222E+01  2.2780E+03 -2.7252E+05  6.9652E+02  2.7322E+05  2.7480E+05  3.3976E+05  6.4954E+04 -8.3588E-03
 19 6.5446E-04 5.0230E+01  2.2909E+03 -2.7232E+05  8.7423E+02  2.7319E+05  2.7461E+05  3.3956E+05  6.4951E+04 -8.4124E-03
 20 8.4276E-04 4.8243E+01  2.3038E+03 -2.7206E+05  1.0877E+03  2.7314E+05  2.7436E+05  3.3931E+05  6.4947E+04 -8.4680E-03
 21 1.0832E-03 4.6270E+01  2.3150E+03 -2.7172E+05  1.3371E+03  2.7306E+05  2.7404E+05  3.3898E+05  6.4943E+04 -8.5198E-03
 22 1.3896E-03 4.4322E+01  2.3153E+03 -2.7133E+05  1.6182E+03  2.7295E+05  2.7365E+05  3.3858E+05  6.4938E+04 -8.5331E-03
 23 1.7793E-03 4.2410E+01  2.3135E+03 -2.7088E+05  1.9243E+03  2.7281E+05  2.7320E+05  3.3813E+05  6.4933E+04 -8.5406E-03
 24 2.2740E-03 4.0540E+01  2.3204E+03 -2.7040E+05  2.2457E+03  2.7264E+05  2.7272E+05  3.3765E+05  6.4929E+04 -8.5816E-03
 25 2.9008E-03 3.8715E+01  2.3469E+03 -2.6988E+05  2.5770E+03  2.7246E+05  2.7223E+05  3.3716E+05  6.4926E+04 -8.6961E-03
 26 3.6933E-03 3.6935E+01  2.3836E+03 -2.6934E+05  2.9219E+03  2.7226E+05  2.7173E+05  3.3665E+05  6.4925E+04 -8.8499E-03
 27 4.6936E-03 3.5199E+01  2.4193E+03 -2.6876E+05  3.2967E+03  2.7205E+05  2.7117E+05  3.3610E+05  6.4926E+04 -9.0017E-03
 28 5.9534E-03 3.3505E+01  2.4444E+03 -2.6811E+05  3.7238E+03  2.7183E+05  2.7055E+05  3.3548E+05  6.4930E+04 -9.1172E-03
 29 7.5372E-03 3.1853E+01  2.4591E+03 -2.6739E+05  4.2170E+03  2.7160E+05  2.6984E+05  3.3478E+05  6.4937E+04 -9.1968E-03
 30 9.5244E-03 3.0242E+01  2.4492E+03 -2.6661E+05  4.7684E+03  2.7138E+05  2.6906E+05  3.3401E+05  6.4949E+04 -9.1864E-03
 31 1.2013E-02 2.8670E+01  2.3743E+03 -2.6581E+05  5.3572E+03  2.7117E+05  2.6818E+05  3.3315E+05  6.4964E+04 -8.9323E-03
 32 1.5123E-02 2.7137E+01  2.1877E+03 -2.6502E+05  5.9650E+03  2.7099E+05  2.6721E+05  3.3219E+05  6.4982E+04 -8.2546E-03
 33 1.9002E-02 2.5644E+01  1.9080E+03 -2.6429E+05  6.5828E+03  2.7088E+05  2.6620E+05  3.3120E+05  6.4997E+04 -7.2193E-03
 34 2.3831E-02 2.4190E+01  1.5633E+03 -2.6367E+05  7.2037E+03  2.7087E+05  2.6523E+05  3.3023E+05  6.5004E+04 -5.9291E-03
 35 2.9831E-02 2.2775E+01  1.1820E+03 -2.6317E+05  7.8273E+03  2.7100E+05  2.6435E+05  3.2934E+05  6.4988E+04 -4.4913E-03
 36 3.7271E-02 2.1395E+01  8.0803E+02 -2.6277E+05  8.4779E+03  2.7125E+05  2.6358E+05  3.2852E+05  6.4933E+04 -3.0750E-03
