 
    OUTPUT FILES FOR THE Sun
 
 Solar Constant= 1.0   F_CH4= 1.6000E-06  F_CO2= 3.5500E-04  F_O2= 2.1000E-01  F_N2= 7.7964E-01  IO3 =  1   IUP=  0
 
 NST=  1  dt0=1.500E+04  DT(ND)= 1.182E-02  T(ND)=2.8790E+02  DIVF(1)=-8.29141E-03
 37 4.6480E-02 2.0047E+01  5.4957E+02 -2.6238E+05  9.1915E+03  2.7157E+05  2.6293E+05  3.2775E+05  6.4821E+04 -2.0946E-03
 38 5.7854E-02 1.8724E+01  5.0213E+02 -2.6190E+05  1.0019E+04  2.7192E+05  2.6240E+05  3.2703E+05  6.4634E+04 -1.9173E-03
 39 7.1875E-02 1.7420E+01  6.3898E+02 -2.6132E+05  1.1015E+04  2.7233E+05  2.6196E+05  3.2632E+05  6.4366E+04 -2.4452E-03
 40 8.9127E-02 1.6128E+01  8.0008E+02 -2.6073E+05  1.2239E+04  2.7297E+05  2.6153E+05  3.2555E+05  6.4015E+04 -3.0686E-03
 41 1.1031E-01 1.4844E+01  9.0229E+02 -2.6016E+05  1.3759E+04  2.7392E+05  2.6106E+05  3.2464E+05  6.3579E+04 -3.4683E-03
 42 1.3627E-01 1.3561E+01  9.2856E+02 -2.5954E+05  1.5726E+04  2.7526E+05  2.6046E+05  3.2351E+05  6.3045E+04 -3.5778E-03
 43 1.6803E-01 1.2274E+01  1.4170E+03 -2.5837E+05  1.8930E+04  2.7730E+05  2.5979E+05  3.2218E+05  6.2391E+04 -5.4843E-03
 44 2.0679E-01 1.0975E+01  3.0233E+03 -2.5599E+05  2.4437E+04  2.8042E+05  2.5901E+05  3.2061E+05  6.1596E+04 -1.1810E-02
 45 2.5402E-01 9.6525E+00  7.4391E+03 -2.5060E+05  3.4656E+04  2.8525E+05  2.5804E+05  3.1867E+05  6.0631E+04 -2.9686E-02
 46 3.1144E-01 8.2939E+00  1.7798E+04 -2.3874E+05  5.4295E+04  2.9304E+05  2.5654E+05  3.1600E+05  5.9463E+04 -7.4550E-02
 47 3.8113E-01 6.8883E+00  3.4870E+04 -2.1851E+05  8.6722E+04  3.0523E+05  2.5338E+05  3.1143E+05  5.8058E+04 -1.5958E-01
 48 4.6552E-01 5.4310E+00  5.5025E+04 -1.9242E+05  1.2891E+05  3.2133E+05  2.4744E+05  3.0382E+05  5.6378E+04 -2.8596E-01
 49 5.6754E-01 3.9263E+00  7.7703E+04 -1.6112E+05  1.7947E+05  3.4060E+05  2.3882E+05  2.9322E+05  5.4399E+04 -4.8226E-01
 50 6.9060E-01 2.3827E+00  9.8166E+04 -1.2942E+05  2.3313E+05  3.6255E+05  2.2758E+05  2.7972E+05  5.2137E+04 -7.5852E-01
 51 8.3877E-01 8.0392E-01  1.1995E+05 -9.5927E+04  2.8544E+05  3.8137E+05  2.1587E+05  2.6556E+05  4.9687E+04 -1.2504E+00
 52 1.0168E+00 0.0000E+00  1.4391E+05 -5.8558E+04  3.2561E+05  3.8417E+05  2.0246E+05  2.4995E+05  4.7491E+04 -2.4575E+00
 
 NST=  2  dt0=2.250E+04  DT(ND)= 1.364E-02  T(ND)=2.8792E+02  DIVF(1)=-6.36783E-03
   Ftot(ND-1)= 1.1854E+05  FtIR(ND-1)=-9.7507E+04  FtSol(ND-1)= 2.1605E+05


  J     P        ALT        T       CONVEC       DT           TOLD        FH20        TCOOL        THEAT
  1 5.7711E-06 8.4066E+01 1.8221E+02  0.00E+00  -6.5369E-02  1.8227E+02  7.7200E-06 -1.6731E+01  1.6354E+01
  2 7.6810E-06 8.2499E+01 1.9465E+02  0.00E+00   3.1795E-02  1.9469E+02  7.7200E-06 -1.5964E+01  1.6147E+01
  3 1.0204E-05 8.0840E+01 2.0688E+02  0.00E+00   1.1572E-02  2.0692E+02  7.7200E-06 -1.5803E+01  1.5870E+01
  4 1.3530E-05 7.9096E+01 2.1812E+02  0.00E+00   7.8365E-01  2.1816E+02  7.7200E-06 -1.1007E+01  1.5521E+01
  5 1.7906E-05 7.7282E+01 2.2697E+02  0.00E+00   5.4493E-01  2.2710E+02  7.7200E-06 -1.1946E+01  1.5085E+01
  6 2.3652E-05 7.5419E+01 2.3319E+02  0.00E+00   2.8508E-01  2.3337E+02  7.7200E-06 -1.2901E+01  1.4543E+01
  7 3.1185E-05 7.3526E+01 2.3748E+02  0.00E+00   1.9747E-01  2.3759E+02  7.7200E-06 -1.2739E+01  1.3877E+01
  8 4.1038E-05 7.1617E+01 2.4050E+02  0.00E+00   1.7688E-01  2.4049E+02  7.7200E-06 -1.2049E+01  1.3068E+01
  9 5.3903E-05 6.9701E+01 2.4276E+02  0.00E+00   2.0274E-01  2.4265E+02  7.7200E-06 -1.0938E+01  1.2106E+01
 10 7.0667E-05 6.7781E+01 2.4464E+02  0.00E+00   2.4128E-01  2.4443E+02  7.7200E-06 -9.6027E+00  1.0992E+01
 11 9.2471E-05 6.5860E+01 2.4637E+02  0.00E+00   2.4568E-01  2.4610E+02  7.7200E-06 -8.3306E+00  9.7457E+00
 12 1.2077E-04 6.3939E+01 2.4821E+02  0.00E+00   1.5993E-01  2.4794E+02  7.7200E-06 -7.4862E+00  8.4074E+00
 13 1.5744E-04 6.2016E+01 2.5049E+02  0.00E+00  -3.3424E-02  2.5031E+02  7.7200E-06 -7.3387E+00  7.1462E+00
 14 2.0486E-04 6.0086E+01 2.5353E+02  0.00E+00  -1.6191E-01  2.5348E+02  7.7354E-06 -7.8979E+00  6.9653E+00
 15 2.6605E-04 5.8144E+01 2.5729E+02  0.00E+00  -1.6526E-01  2.5738E+02  7.7449E-06 -8.8659E+00  7.9140E+00
 16 3.4486E-04 5.6187E+01 2.6135E+02  0.00E+00  -1.3843E-01  2.6156E+02  7.7400E-06 -9.9540E+00  9.1566E+00
 17 4.4618E-04 5.4214E+01 2.6519E+02  0.00E+00  -1.2831E-01  2.6549E+02  7.7500E-06 -1.0978E+01  1.0238E+01
 18 5.7619E-04 5.2230E+01 2.6834E+02  0.00E+00  -1.0246E-01  2.6871E+02  7.7500E-06 -1.1581E+01  1.0990E+01
 19 7.4267E-04 5.0241E+01 2.7043E+02  0.00E+00  -7.6922E-02  2.7085E+02  7.7500E-06 -1.1807E+01  1.1364E+01
 20 9.5544E-04 4.8256E+01 2.7120E+02  0.00E+00  -4.5826E-02  2.7162E+02  7.7240E-06 -1.1564E+01  1.1300E+01
 21 1.2269E-03 4.6286E+01 2.7050E+02  0.00E+00   1.3985E-02  2.7087E+02  7.6967E-06 -1.0836E+01  1.0917E+01
 22 1.5724E-03 4.4341E+01 2.6832E+02  0.00E+00   1.5181E-02  2.6862E+02  7.6586E-06 -9.7011E+00  9.7885E+00
 23 2.0115E-03 4.2431E+01 2.6495E+02  0.00E+00  -1.9552E-02  2.6515E+02  7.5921E-06 -8.3264E+00  8.2138E+00
 24 2.5683E-03 4.0562E+01 2.6085E+02  0.00E+00  -6.3950E-02  2.6097E+02  7.4863E-06 -6.9675E+00  6.5992E+00
 25 3.2732E-03 3.8738E+01 2.5648E+02  0.00E+00  -7.0033E-02  2.5654E+02  7.3422E-06 -5.8310E+00  5.4276E+00
 26 4.1635E-03 3.6958E+01 2.5213E+02  0.00E+00  -5.3573E-02  2.5215E+02  7.1757E-06 -4.9936E+00  4.6851E+00
 27 5.2861E-03 3.5222E+01 2.4787E+02  0.00E+00  -3.0073E-02  2.4787E+02  6.9688E-06 -4.3893E+00  4.2161E+00
 28 6.6987E-03 3.3528E+01 2.4374E+02  0.00E+00  -1.4354E-02  2.4372E+02  6.7495E-06 -3.8786E+00  3.7959E+00
 29 8.4727E-03 3.1876E+01 2.3972E+02  0.00E+00   7.1468E-03  2.3968E+02  6.4976E-06 -3.3310E+00  3.3721E+00
 30 1.0696E-02 3.0264E+01 2.3579E+02  0.00E+00   4.4805E-02  2.3574E+02  6.1963E-06 -2.7399E+00  2.9980E+00
 31 1.3478E-02 2.8692E+01 2.3188E+02  0.00E+00   8.9415E-02  2.3182E+02  5.8952E-06 -2.1515E+00  2.6665E+00
 32 1.6952E-02 2.7158E+01 2.2788E+02  0.00E+00   1.0706E-01  2.2780E+02  5.5871E-06 -1.5988E+00  2.2155E+00
 33 2.1280E-02 2.5665E+01 2.2378E+02  0.00E+00   1.0528E-01  2.2368E+02  5.2610E-06 -1.1119E+00  1.7183E+00
 34 2.6663E-02 2.4210E+01 2.1968E+02  0.00E+00   9.2918E-02  2.1954E+02  4.9755E-06 -7.1228E-01  1.2475E+00
 35 3.3344E-02 2.2794E+01 2.1579E+02  0.00E+00   7.2774E-02  2.1560E+02  4.6883E-06 -4.6312E-01  8.8230E-01
 36 4.1622E-02 2.1413E+01 2.1238E+02  0.00E+00   3.9990E-02  2.1215E+02  4.4537E-06 -3.7680E-01  6.0714E-01
 37 5.1856E-02 2.0063E+01 2.0973E+02  0.00E+00   4.9842E-03  2.0948E+02  4.3507E-06 -3.6816E-01  3.9687E-01
 38 6.4485E-02 1.8738E+01 2.0804E+02  0.00E+00  -1.5201E-02  2.0779E+02  4.2664E-06 -3.5817E-01  2.7062E-01
 39 8.0038E-02 1.7433E+01 2.0736E+02  0.00E+00  -1.4037E-02  2.0714E+02  4.2128E-06 -2.9110E-01  2.1024E-01
 40 9.9155E-02 1.6140E+01 2.0764E+02  0.00E+00  -6.9012E-03  2.0743E+02  4.2500E-06 -2.3028E-01  1.9053E-01
 41 1.2261E-01 1.4854E+01 2.0878E+02  0.00E+00  -6.7068E-03  2.0857E+02  4.2553E-06 -2.3402E-01  1.9539E-01
 42 1.5132E-01 1.3570E+01 2.1083E+02  0.00E+00  -2.5180E-02  2.1058E+02  5.1532E-06 -3.3074E-01  1.8570E-01
 43 1.8640E-01 1.2281E+01 2.1406E+02  0.00E+00  -6.6849E-02  2.1372E+02  8.0979E-06 -5.5858E-01  1.7353E-01
 44 2.2919E-01 1.0980E+01 2.1892E+02  0.00E+00  -1.4902E-01  2.1853E+02  1.5421E-05 -1.0384E+00  1.8005E-01
 45 2.8127E-01 9.6554E+00 2.2587E+02  0.00E+00  -2.6130E-01  2.2553E+02  3.7044E-05 -1.7370E+00  2.3185E-01
 46 3.4453E-01 8.2952E+00 2.3510E+02  0.00E+00  -3.4839E-01  2.3490E+02  1.1038E-04 -2.3950E+00  3.8823E-01
 47 4.2122E-01 6.8889E+00 2.4595E+02  0.00E+00   1.1381E-01  2.4589E+02  3.7676E-04 -2.6356E+00  5.8181E-01
 48 5.1401E-01 5.4313E+00 2.5725E+02  1.00E+00   2.3900E-02  2.5723E+02  1.1311E-03 -2.5485E+00  7.1453E-01
 49 6.2605E-01 3.9266E+00 2.6698E+02  1.00E+00   1.9435E-02  2.6696E+02  2.7161E-03 -2.2209E+00  7.5941E-01
 50 7.6109E-01 2.3828E+00 2.7559E+02  1.00E+00   1.6162E-02  2.7558E+02  5.5573E-03 -1.8707E+00  6.7382E-01
 51 9.2351E-01 8.0396E-01 2.8395E+02  1.00E+00   1.4404E-02  2.8394E+02  9.8574E-03 -1.7482E+00  6.2881E-01
 52 1.0168E+00 0.0000E+00 2.8792E+02  1.00E+00   1.3637E-02  2.8790E+02  1.2745E-02  0.0000E+00  0.0000E+00

  J    PF         ALT       FTOTAL       FTIR       FDNIR       FUPIR       FTSOL       FDNSOL       FUPSOL       DIVF
  1 5.0000E-06 8.4066E+01  1.7417E+03 -2.7351E+05  0.0000E+00  2.7351E+05  2.7526E+05  3.4032E+05  6.5068E+04 -6.3678E-03
  2 6.6610E-06 8.2499E+01  1.7418E+03 -2.7351E+05  6.3449E+00  2.7352E+05  2.7525E+05  3.4032E+05  6.5068E+04 -6.3682E-03
  3 8.8572E-06 8.0840E+01  1.7417E+03 -2.7351E+05  1.5956E+01  2.7352E+05  2.7525E+05  3.4032E+05  6.5068E+04 -6.3681E-03
  4 1.1755E-05 7.9096E+01  1.7417E+03 -2.7350E+05  2.9353E+01  2.7353E+05  2.7524E+05  3.4031E+05  6.5068E+04 -6.3681E-03
  5 1.5572E-05 7.7282E+01  1.7397E+03 -2.7350E+05  4.0514E+01  2.7354E+05  2.7524E+05  3.4030E+05  6.5068E+04 -6.3609E-03
  6 2.0589E-05 7.5419E+01  1.7378E+03 -2.7349E+05  5.2753E+01  2.7354E+05  2.7523E+05  3.4030E+05  6.5067E+04 -6.3543E-03
  7 2.7171E-05 7.3526E+01  1.7366E+03 -2.7348E+05  6.7737E+01  2.7355E+05  2.7522E+05  3.4028E+05  6.5067E+04 -6.3499E-03
  8 3.5790E-05 7.1617E+01  1.7354E+03 -2.7347E+05  8.5771E+01  2.7355E+05  2.7520E+05  3.4027E+05  6.5067E+04 -6.3460E-03
  9 4.7055E-05 6.9701E+01  1.7341E+03 -2.7345E+05  1.0735E+02  2.7356E+05  2.7519E+05  3.4025E+05  6.5067E+04 -6.3414E-03
 10 6.1747E-05 6.7781E+01  1.7321E+03 -2.7343E+05  1.3279E+02  2.7357E+05  2.7516E+05  3.4023E+05  6.5066E+04 -6.3345E-03
 11 8.0875E-05 6.5860E+01  1.7289E+03 -2.7341E+05  1.6232E+02  2.7357E+05  2.7514E+05  3.4021E+05  6.5066E+04 -6.3236E-03
