5.000E+04  9.54E+05  2.15E-08  1.12E-02
1.500E+05  8.46E+05  2.54E-08  7.92E-03
2.500E+05  7.48E+05  3.11E-08  5.46E-03
3.500E+05  6.60E+05  3.83E-08  3.45E-03
4.500E+05  5.81E+05  4.66E-08  2.05E-03
5.500E+05  5.10E+05  5.56E-08  1.15E-03
6.500E+05  4.46E+05  6.47E-08  5.46E-04
7.500E+05  3.88E+05  7.38E-08  2.31E-04
8.500E+05  3.36E+05  8.31E-08  8.72E-05
9.500E+05  2.89E+05  9.25E-08  2.83E-05
1.050E+06  2.48E+05  1.02E-07  1.51E-05
1.150E+06  2.12E+05  1.13E-07  1.00E-05
1.250E+06  1.81E+05  1.25E-07  7.52E-06
1.350E+06  1.54E+05  1.38E-07  5.95E-06
1.450E+06  1.31E+05  1.53E-07  5.95E-06
1.550E+06  1.12E+05  1.78E-07  5.95E-06
1.650E+06  9.51E+04  2.35E-07  5.96E-06
1.750E+06  8.09E+04  3.67E-07  5.98E-06
1.850E+06  6.89E+04  6.34E-07  6.02E-06
1.950E+06  5.87E+04  1.07E-06  6.09E-06
2.050E+06  5.01E+04  1.67E-06  6.19E-06
2.150E+06  4.28E+04  2.39E-06  6.33E-06
2.250E+06  3.66E+04  3.15E-06  6.49E-06
2.350E+06  3.14E+04  3.93E-06  6.67E-06
2.450E+06  2.70E+04  4.66E-06  6.86E-06
2.550E+06  2.33E+04  5.33E-06  7.06E-06
2.650E+06  2.01E+04  5.93E-06  7.25E-06
2.750E+06  1.73E+04  6.46E-06  7.45E-06
2.850E+06  1.50E+04  6.92E-06  7.63E-06
2.950E+06  1.30E+04  7.29E-06  7.81E-06
3.050E+06  1.12E+04  7.57E-06  7.97E-06
3.150E+06  9.76E+03  7.74E-06  8.13E-06
3.250E+06  8.48E+03  7.82E-06  8.28E-06
3.350E+06  7.37E+03  7.81E-06  8.42E-06
3.450E+06  6.42E+03  7.72E-06  8.55E-06
3.550E+06  5.60E+03  7.58E-06  8.67E-06
3.650E+06  4.89E+03  7.39E-06  8.79E-06
3.750E+06  4.27E+03  7.14E-06  8.89E-06
3.850E+06  3.74E+03  6.83E-06  8.98E-06
3.950E+06  3.27E+03  6.46E-06  9.06E-06
4.050E+06  2.87E+03  6.05E-06  9.14E-06
4.150E+06  2.52E+03  5.61E-06  9.20E-06
4.250E+06  2.22E+03  5.17E-06  9.25E-06
4.350E+06  1.95E+03  4.74E-06  9.30E-06
4.450E+06  1.72E+03  4.33E-06  9.33E-06
4.550E+06  1.52E+03  3.96E-06  9.36E-06
4.650E+06  1.34E+03  3.60E-06  9.38E-06
4.750E+06  1.18E+03  3.30E-06  9.40E-06
4.850E+06  1.04E+03  3.01E-06  9.41E-06
4.950E+06  9.20E+02  2.76E-06  9.42E-06
5.050E+06  8.11E+02  2.53E-06  9.43E-06
5.150E+06  7.16E+02  2.32E-06  9.44E-06
5.250E+06  6.31E+02  2.11E-06  9.44E-06
5.350E+06  5.56E+02  1.93E-06  9.44E-06
5.450E+06  4.89E+02  1.75E-06  9.44E-06
5.550E+06  4.30E+02  1.57E-06  9.44E-06
5.650E+06  3.78E+02  1.40E-06  9.44E-06
5.750E+06  3.32E+02  1.24E-06  9.43E-06
5.850E+06  2.91E+02  1.08E-06  9.43E-06
5.950E+06  2.55E+02  9.36E-07  9.43E-06
6.050E+06  2.24E+02  8.17E-07  9.42E-06
6.150E+06  1.96E+02  7.30E-07  9.42E-06
6.250E+06  1.72E+02  6.93E-07  9.41E-06
6.350E+06  1.50E+02  7.95E-07  9.41E-06
