
Molecule O2      

O2      _MR    0.21E+00    0.21E+00    0.21E+00    0.21E+00    0.21E+00  ^
    0.32E-09    0.34E-09    0.36E-09    0.38E-09    0.41E-09  ^
    0.45E-09    0.50E-09    0.57E-09    0.65E-09    0.76E-09  ^
    0.90E-09    0.11E-08    0.13E-08    0.17E-08

HO2     _ALT     0.50     1.50     2.50     3.50     4.50  ^
     5.50     6.50     7.50     8.50     9.50  ^
    10.50    11.50    12.50    13.50    14.50  ^
    15.50    16.50    17.50    18.50    19.50  ^
    20.50    21.50    22.50    23.50    24.50  ^
    25.50    26.50    27.50    28.50    29.50  ^
    30.50    31.50    32.50    33.50    34.50  ^
    35.50    36.50    37.50    38.50    39.50  ^
    40.50    41.50    42.50    43.50    44.50  ^
    45.50    46.50    47.50    48.50    49.50  ^
    50.50    51.50    52.50    53.50    54.50  ^
    55.50    56.50    57.50    58.50    59.50  ^
    60.50    61.50    62.50    63.50

Molecule H2O2    

H2O2    _MR    0.13E-08    0.13E-08    0.13E-08    0.11E-08    0.86E-09  ^
    0.63E-09    0.41E-09    0.25E-09    0.14E-09    0.71E-10  ^
    0.37E-10    0.19E-10    0.11E-10    0.61E-11    0.39E-11  ^
    0.26E-11    0.20E-11    0.20E-11    0.28E-11    0.46E-11  ^
    0.76E-11    0.12E-10    0.20E-10    0.30E-10    0.44E-10  ^
    0.61E-10    0.82E-10    0.11E-09    0.13E-09    0.15E-09  ^
    0.17E-09    0.18E-09    0.19E-09    0.19E-09    0.19E-09  ^
    0.18E-09    0.16E-09    0.15E-09    0.13E-09    0.12E-09  ^
    0.11E-09    0.98E-10    0.91E-10    0.86E-10    0.82E-10  ^
    0.79E-10    0.77E-10    0.75E-10    0.74E-10    0.73E-10  ^
    0.72E-10    0.72E-10    0.73E-10    0.75E-10    0.78E-10  ^
    0.84E-10    0.93E-10    0.11E-09    0.13E-09    0.15E-09  ^
    0.19E-09    0.24E-09    0.30E-09    0.38E-09

H2O2    _ALT     0.50     1.50     2.50     3.50     4.50  ^
     5.50     6.50     7.50     8.50     9.50  ^
    10.50    11.50    12.50    13.50    14.50  ^
    15.50    16.50    17.50    18.50    19.50  ^
    20.50    21.50    22.50    23.50    24.50  ^
    25.50    26.50    27.50    28.50    29.50  ^
    30.50    31.50    32.50    33.50    34.50  ^
    35.50    36.50    37.50    38.50    39.50  ^
    40.50    41.50    42.50    43.50    44.50  ^
    45.50    46.50    47.50    48.50    49.50  ^
    50.50    51.50    52.50    53.50    54.50  ^
    55.50    56.50    57.50    58.50    59.50  ^
    60.50    61.50    62.50    63.50

Molecule O3      

O3      _MR    0.21E-07    0.25E-07    0.31E-07    0.38E-07    0.47E-07  ^
    0.56E-07    0.65E-07    0.74E-07    0.83E-07    0.92E-07  ^
    0.10E-06    0.11E-06    0.12E-06    0.14E-06    0.15E-06  ^
    0.18E-06    0.24E-06    0.37E-06    0.63E-06    0.11E-05  ^
    0.17E-05    0.24E-05    0.32E-05    0.39E-05    0.47E-05  ^
    0.53E-05    0.59E-05    0.65E-05    0.69E-05    0.73E-05  ^
    0.76E-05    0.77E-05    0.78E-05    0.78E-05    0.77E-05  ^
    0.76E-05    0.74E-05    0.71E-05    0.68E-05    0.65E-05  ^
    0.60E-05    0.56E-05    0.52E-05    0.47E-05    0.43E-05  ^
    0.40E-05    0.36E-05    0.33E-05    0.30E-05    0.28E-05  ^
    0.25E-05    0.23E-05    0.21E-05    0.19E-05    0.17E-05  ^
    0.16E-05    0.14E-05    0.12E-05    0.11E-05    0.94E-06  ^
    0.82E-06    0.73E-06    0.69E-06    0.79E-06

O3      _ALT     0.50     1.50     2.50     3.50     4.50  ^
     5.50     6.50     7.50     8.50     9.50  ^
    10.50    11.50    12.50    13.50    14.50  ^
    15.50    16.50    17.50    18.50    19.50  ^
    20.50    21.50    22.50    23.50    24.50  ^
    25.50    26.50    27.50    28.50    29.50  ^
    30.50    31.50    32.50    33.50    34.50  ^
    35.50    36.50    37.50    38.50    39.50  ^
    40.50    41.50    42.50    43.50    44.50  ^
    45.50    46.50    47.50    48.50    49.50  ^
    50.50    51.50    52.50    53.50    54.50  ^
    55.50    56.50    57.50    58.50    59.50  ^
    60.50    61.50    62.50    63.50

Molecule H       

H       _MR    0.77E-20    0.88E-20    0.99E-20    0.11E-19    0.11E-19  ^
    0.12E-19    0.10E-19    0.84E-20    0.68E-20    0.56E-20  ^
    0.52E-20    0.54E-20    0.61E-20    0.75E-20    0.10E-19  ^
    0.13E-19    0.17E-19    0.22E-19    0.26E-19    0.33E-19  ^
    0.43E-19    0.63E-19    0.10E-18    0.17E-18    0.30E-18  ^
    0.54E-18    0.99E-18    0.19E-17    0.36E-17    0.71E-17  ^
    0.15E-16    0.31E-16    0.65E-16    0.14E-15    0.30E-15  ^
    0.66E-15    0.14E-14    0.31E-14    0.68E-14    0.15E-13  ^
    0.33E-13    0.69E-13    0.14E-12    0.27E-12    0.49E-12  ^
    0.85E-12    0.14E-11    0.22E-11    0.34E-11    0.51E-11  ^
    0.75E-11    0.11E-10    0.16E-10    0.22E-10    0.31E-10  ^
    0.44E-10    0.62E-10    0.89E-10    0.13E-09    0.19E-09  ^
    0.28E-09    0.45E-09    0.77E-09    0.17E-08

H       _ALT     0.50     1.50     2.50     3.50     4.50  ^
     5.50     6.50     7.50     8.50     9.50  ^
    10.50    11.50    12.50    13.50    14.50  ^
    15.50    16.50    17.50    18.50    19.50  ^
    20.50    21.50    22.50    23.50    24.50  ^
    25.50    26.50    27.50    28.50    29.50  ^
    30.50    31.50    32.50    33.50    34.50  ^
    35.50    36.50    37.50    38.50    39.50  ^
    40.50    41.50    42.50    43.50    44.50  ^
    45.50    46.50    47.50    48.50    49.50  ^
    50.50    51.50    52.50    53.50    54.50  ^
    55.50    56.50    57.50    58.50    59.50  ^
    60.50    61.50    62.50    63.50

Molecule H2      

H2      _MR    0.55E-06    0.55E-06    0.55E-06    0.55E-06    0.55E-06  ^
    0.55E-06    0.55E-06    0.55E-06    0.55E-06    0.55E-06  ^
    0.55E-06    0.55E-06    0.55E-06    0.55E-06    0.55E-06  ^
    0.55E-06    0.55E-06    0.55E-06    0.55E-06    0.55E-06  ^
    0.54E-06    0.53E-06    0.52E-06    0.51E-06    0.49E-06  ^
    0.48E-06    0.46E-06    0.44E-06    0.41E-06    0.39E-06  ^
    0.37E-06    0.34E-06    0.32E-06    0.30E-06    0.27E-06  ^
    0.25E-06    0.23E-06    0.21E-06    0.19E-06    0.17E-06  ^
    0.15E-06    0.14E-06    0.13E-06    0.12E-06    0.11E-06  ^
    0.10E-06    0.98E-07    0.95E-07    0.93E-07    0.92E-07  ^
    0.93E-07    0.94E-07    0.96E-07    0.99E-07    0.10E-06  ^
    0.11E-06    0.11E-06    0.11E-06    0.12E-06    0.12E-06  ^
    0.13E-06    0.13E-06    0.13E-06    0.14E-06

H2      _ALT     0.50     1.50     2.50     3.50     4.50  ^
     5.50     6.50     7.50     8.50     9.50  ^
    10.50    11.50    12.50    13.50    14.50  ^
    15.50    16.50    17.50    18.50    19.50  ^
    20.50    21.50    22.50    23.50    24.50  ^
    25.50    26.50    27.50    28.50    29.50  ^
    30.50    31.50    32.50    33.50    34.50  ^
    35.50    36.50    37.50    38.50    39.50  ^
    40.50    41.50    42.50    43.50    44.50  ^
    45.50    46.50    47.50    48.50    49.50  ^
    50.50    51.50    52.50    53.50    54.50  ^
    55.50    56.50    57.50    58.50    59.50  ^
    60.50    61.50    62.50    63.50

Molecule CH4     

CH4     _MR    0.16E-05    0.16E-05    0.16E-05    0.16E-05    0.16E-05  ^
    0.16E-05    0.16E-05    0.16E-05    0.16E-05    0.16E-05  ^
    0.16E-05    0.16E-05    0.16E-05    0.16E-05    0.16E-05  ^
    0.16E-05    0.16E-05    0.16E-05    0.15E-05    0.15E-05  ^
    0.15E-05    0.14E-05    0.13E-05    0.12E-05    0.11E-05  ^
    0.10E-05    0.96E-06    0.88E-06    0.79E-06    0.72E-06  ^
    0.65E-06    0.58E-06    0.52E-06    0.46E-06    0.40E-06  ^
    0.36E-06    0.31E-06    0.27E-06    0.23E-06    0.20E-06  ^
    0.17E-06    0.15E-06    0.13E-06    0.11E-06    0.99E-07  ^
    0.87E-07    0.78E-07    0.71E-07    0.65E-07    0.60E-07  ^
